id,code,name,account_type,chart_template_id/id,tag_ids/id,reconcile
a2351,2351,"Fastighetslån, långfristig del",liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2355,2355,Långfristiga lån i utländsk valuta från kreditinstitut,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2359,2359,Övriga långfristiga lån från kreditinstitut,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2360,2360,Långfristiga skulder till koncernföretag,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_24,False
a2361,2361,Långfristiga skulder till moderföretag,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_24,False
a2362,2362,Långfristiga skulder till dotterföretag,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_24,False
a2363,2363,Långfristiga skulder till andra koncernföretag,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_24,False
a2370,2370,"Långfristiga skulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_26,False
a2371,2371,Långfristiga skulder till intresseföretag,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_26,False
a2372,2372,Långfristiga skulder till gemensamt styrda företag,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_26,False
a2373,2373,Långfristiga skulder till intresseföretag övriga företag som det finns ett ägarintresse i,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_27,False
a2391,2391,"Avbetalningskontrakt, långfristiga del",liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2392,2392,Villkorliga långfristiga skulder,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2394,2394,Långfristiga leverantörskrediter,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2395,2395,Andra långfristiga lån i utländsk valuta,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2396,2396,Derivat,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2397,2397,"Mottagna depositioner, långfristiga",liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2399,2399,Övriga långfristiga skulder,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2411,2411,Kortfristiga lån från kreditinstitut,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2412,2412,"Byggnadskreditiv, kortfristig del",liability_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2417,2417,Kortfristiga del av långfristiga skulder till kreditinstitut,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2419,2419,Övriga kortfristiga skulder till kreditinstitut,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2421,2421,Ej inlösta presentkort,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_22,False
a2429,2429,Övriga förskott från kunder,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_22,False
a2430,2430,Pågående arbeten,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a2431,2431,"Pågående arbeten, fakturering",liability_current,l10nse_chart_template_K2,l10n_se.account_tag_4,True
a2438,2438,"Pågående arbeten, nedlagda kostnader",liability_current,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a2439,2439,Beräknad förändring av pågående arbeten,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a2441,2441,Leverantörsskulder,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_23,True
a2443,2443,Konsignationsskulder,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_23,True
a2445,2445,Tvistiga leverantörsskulder,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_23,True
a2448,2448,Ej reskontrafördra leverantörsskulder,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_23,True
a2450,2450,Fakturerad men ej upparbetad intäkt,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_23",False
a2460,2460,Leverantörsskulder till koncernföretag,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_24",False
a2461,2461,Leverantörsskulder till moderföretag,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_24",False
a2462,2462,Leverantörsskulder till dotterföretag,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_24",False
a2463,2463,Leverantörsskulder till andra koncernföretag,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_24",False
a2470,2470,"Leverantörsskulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_26",False
a2471,2471,Leverantörsskulder till intresseföretag,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_26",False
a2472,2472,Leverantörsskulder till gemensamt styrda företag,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_26",False
a2473,2473,Leverantörsskulder till övriga företag som det finns ett ägarintresse i,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_27",False
a2491,2491,Avräkning spelarrangörer,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2492,2492,Växelskulder,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_25",False
a2499,2499,Andra övriga kortfristiga skulder,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_29",False
a2512,2512,Beräknad inkomstskatt,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_28",False
a2513,2513,Beräknad fastighetsskatt/fastighetsavgift,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_28",False
a2514,2514,Beräknad särskild löneskatt på pensionskostnader,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_28",False
a2515,2515,Beräknad avkastningsskatt,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_28",False
a2517,2517,Beräknad utländsk skatt,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_28",False
a2518,2518,Betald F-skatt,liability_current,l10nse_chart_template_K2,"l10n_se.account_tag_28",False
a2618,2618,"Vilande utgående moms, 25 %",liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2628,2628,"Vilande utgående moms, 12 %%",liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2638,2638,"Vilande utgående moms, 6 %",liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2660,2660,Särskilda punktskatter,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2661,2661,Reklamskatt,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2669,2669,Övriga punktskatter,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2731,2731,Avräkning lagstadgade sociala avgifter,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2732,2732,Avräkning särskild löneskatt,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2750,2750,Utmätning i lön m.m.,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2760,2760,Utmätning i lön m.m.,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2761,2761,Avräkning semesterlöner,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2762,2762,Semesterlönekassa,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2791,2791,Personalens intressekonto,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2792,2792,Lönsparande,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2793,2793,Gruppförsäkringspremier,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2794,2794,Fackföreningsavgifter,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2795,2795,Mätnings- och granskningsarvoden,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2799,2799,Övriga löneavdrag,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2810,2810,Avräkning för factoring och belånade kontraktsfordringar,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2811,2811,Avräkning för factoring,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2812,2812,Avräkning för belånade kontraktsfordringar,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2821,2821,Löneskulder,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2822,2822,Reseräkningar,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2823,2823,"Tantiem, gratifikationer",liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2829,2829,Övriga kortfristiga skulder till anställda,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2830,2830,Avräkning för annans räkning,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2841,2841,Kortfristig del av långfristiga skulder,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2849,2849,Övriga kortfristiga låneskulder,liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2850,2850,Avräkning för skatter och avgifter (skattekonto),liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2852,2852,"Anståndsbelopp för moms, arbetsgivaravgifter och personalskatt",liability_payable,l10nse_chart_template_K2,l10n_se.account_tag_29,True
a2860,2860,Kortfristiga skulder till koncernföretag,liability_payable,l10nse_chart_template_K2,"l10n_se.account_tag_24",True
a2861,2861,Kortfristiga skulder till moderföretag,liability_payable,l10nse_chart_template_K2,"l10n_se.account_tag_24",True
a2862,2862,Kortfristiga skulder till dotterföretag,liability_payable,l10nse_chart_template_K2,"l10n_se.account_tag_24",True
a2863,2863,Kortfristiga skulder till andra koncernföretag,liability_payable,l10nse_chart_template_K2,"l10n_se.account_tag_24",True
a2870,2870,"Kortfristiga skulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",liability_payable,l10nse_chart_template_K2,"l10n_se.account_tag_26",True
a2871,2871,Kortfristiga skulder till intresseföretag,liability_payable,l10nse_chart_template_K2,"l10n_se.account_tag_26",True
a2872,2872,Kortfristiga skulder till gemensamt styrda företag,liability_payable,l10nse_chart_template_K2,"l10n_se.account_tag_26",True
a2873,2873,Kortfristiga skulder till övriga företag som det finns ett ägarintresse i,liability_payable,l10nse_chart_template_K2,"l10n_se.account_tag_27",True
a2880,2880,Skuld erhållna bidrag,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2891,2891,Skulder under indrivning,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2892,2892,Inre reparationsfond/underhållsfond,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2893,2893,"Skulder till närstående personer, kortfristig del",liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2895,2895,Derivat (kortfristiga skulder),liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2897,2897,"Mottagna depositioner, kortfristiga",liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2898,2898,Outtagen vinstutdelning,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2899,2899,Övriga kortfristiga skulder,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_29,False
a2911,2911,Löneskulder,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2912,2912,Ackordsöverskott,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2919,2919,Övriga Upplupna löner,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2930,2930,Upplupna pensionskostnader,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2931,2931,Upplupna pensionsutbetalningar,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2941,2941,Upplupna upplupna lagstadgade sociala avgifter,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2942,2942,Beräknad upplupen särskild löneskatt,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2943,2943,"Beräknad upplupen särskild löneskatt på pensionskostnader, deklarationspost",liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2944,2944,Beräknad upplupen avkastningsskatt på pensionskostnader,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2951,2951,Upplupna avtalade arbetsmarknadsförsäkringar,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2959,2959,"Upplupna avtalade pensionsförsäkringsavgifter, deklarationspost",liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2971,2971,Förutbetalda hyresintäkter,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2972,2972,Förutbetalda medlemsavgifter,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2979,2979,Övriga förutbetalda intäkter,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2980,2980,Upplupna avtalskostnader,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2991,2991,Beräknat arvode för bokslut,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2992,2992,Beräknat arvode för revision,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2993,2993,Ospecificerad skuld till leverantörer,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a2998,2998,Övriga upplupna kostnader och förutbetalda intäkter,liability_current,l10nse_chart_template_K2,l10n_se.account_tag_30,False
a3511,3511,Fakturerat emballage,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3518,3518,Returnerat emballage,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3560,3560,Fakturerad kostnader till koncernföretag,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3561,3561,Fakturerad kostnader till moderföretag,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3562,3562,Fakturerad kostnader till dotterföretag,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3563,3563,Fakturerad kostnader till andra koncernföretag,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3570,3570,"Fakturerad kostnader till intresseföretag, gemensamt styrda företag och övriga företag som det finns ägarintresse i",income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3590,3590,Övriga fakturerade kostnader,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3610,3610,Försäljning av material,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3611,3611,Försäljning av råmaterial,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3612,3612,Försäljning av skrot,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3613,3613,Försäljning av förbrukningsmaterial,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3619,3619,Försäljning av övrigt material,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3620,3620,Tillfällig uthyrning av personal,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3630,3630,Tillfällig av transportmedel,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3670,3670,Intäkter från värdepapper,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3671,3671,Försäljning av värdepapper,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3672,3672,Utdelning från värdepapper,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3679,3679,övriga intäkter från värdepapper,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3680,3680,Management fees,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3690,3690,Övriga sidointäkter,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3700,3700,Intäktskorrigeringar (gruppkonto),income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3710,3710,Oförelade intäktsreduktioner,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3731,3731,Lämnade kassarabatter,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3732,3732,Lämnade mängdrabatter,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3750,3750,Punktskatter,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3751,3751,Intäktsförda punktskatter (kreditkonto),income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3752,3752,Skuldförda punktskatter (debetkonto),income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3790,3790,övriga intäktskorrigeringar,income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3840,3840,Aktiverat arbete (material),income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3850,3850,Aktiverat arbete (omkostnader),income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3870,3870,Aktiverat arbete (personal),income,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3910,3910,Hyres- och arrendeintäkter,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3911,3911,Hyresintäkter,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3912,3912,Arrendeintäkter,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3914,3914,Övriga momspliktiga hyresintäkter,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3920,3920,"Provisionsintäkter, licensintäkter och royalties",income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3921,3921,Provisionsintäkter,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3922,3922,Licensintäkter och royalties,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3925,3925,Franchiseintäkter,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3950,3950,"Återvunna, tidigare, avskrivna kundfordringar",income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3971,3971,Vinst vid avyttring av immateriella anläggningstillgångar,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3972,3972,Vinst vid avyttring av byggnader och mark,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3973,3973,Vinst vid avyttring av maskiner och inventarier,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3981,3981,Erhållna EU-bidrag,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3985,3985,Erhållna statliga bidrag,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3987,3987,Erhållna kommunala bidrag,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3988,3988,Erhållna bidrag och ersättningar för,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3989,3989,Övriga erhållna bidrag,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3990,3990,Övriga ersättningar och intäkter,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3991,3991,Konfliktersättning,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3992,3992,Erhållna skadestånd,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3993,3993,Erhållna donationer och gåvor,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3994,3994,Försäkringsersättningar,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3995,3995,Erhållet ackord på skulder av rörelsekaraktär,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3996,3996,Erhållna reklambidrag,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3997,3997,Sjuklöneersättning,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a3999,3999,Övriga rörelseintäkter,income_other,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a4416,4416,"Inköpta varor i Sverige, omvänd skattskyldighet, 12 %",expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a4417,4417,"Inköpta varor i Sverige, omvänd skattskyldighet, 6 %",expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a4425,4425,"Inköp tjänster i Sverige, omvänd skattskyldighet, 25 %",expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a4730,4730,Erhållna rabatter,expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a4731,4731,Erhållna kassarabatter,expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a4732,4732,Erhållna mängdrabatter (inkl. bonus),expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a4733,4733,Erhållna aktivitetsstöd,expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a4790,4790,Övriga reduktion av inköpspriser,expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a4944,4944,"Förändring produkter i arbete, material och utlägg",expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a4945,4945,"Förändring produkter i arbete, omkostnader",expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a4947,4947,"Förändring produkter i arbete, personalkostnader",expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a4974,4974,"Förändring pågående arbete, material och utlägg",expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a4975,4975,"Förändring pågående arbete, omkostnader",expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a4977,4977,"Förändring pågående arbete, personalkostnader",expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a4980,4980,Förändring av lager av värdepapper,expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a4981,4981,Sålda värdepappers anskaffningsvärde,expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a4987,4987,Nedskrivning av värdepapper,expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a4988,4988,Återföring av nedskrivning av värdepapper,expense_direct_cost,l10nse_chart_template_K2,l10n_se.account_tag_31,False
a5000,5000,Lokalkostnader (gruppkonto),expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5011,5011,Hyra för kontorslokaler,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5012,5012,Hyra för garage,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5013,5013,Hyra för lagerlokaler,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5050,5050,Lokaltillbehör,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5061,5061,Städning,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5062,5062,Sophämtning,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5063,5063,Hyra för sopcontainer,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5064,5064,Snöröjning,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5065,5065,Trädgårdsskötsel,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5090,5090,Övriga lokalkostnader,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5098,5098,"Övriga lokalkostnader, avdragsgilla",expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5099,5099,"Övriga lokalkostnader, ej avdragsgilla",expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5110,5110,Tomträttsavgäld/arrende,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5131,5131,Uppvärmning,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5132,5132,Sotning,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5161,5161,Städning,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5162,5162,Sophämtning,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5163,5163,Hyra för sopcontainer,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5164,5164,Snöröjning,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5165,5165,Trädgårdsskötsel,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5190,5190,Övriga fastighetskostnader,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5191,5191,Fastighetsskatt/fastighetsavgift,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5192,5192,Fastighetsförsäkringspremier,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5193,5193,Fastighetsskötsel och förvaltning,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5198,5198,"Övriga fastighetskostnader, avdragsgilla",expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5199,5199,"Övriga fastighetskostnader, ej avdragsgilla",expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5210,5210,Hyra av maskiner och andra tekniska anläggningar,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5211,5211,Korttidshyra av maskiner och andra tekniska anläggningar,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5212,5212,Leasing av maskiner och andra tekniska anläggningar,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5220,5220,Hyra av datorer,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5221,5221,Korttidshyra av inventarier och verktyg,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5222,5222,Leasing av inventarier och verktyg,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5250,5250,Hyra av datorer,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5251,5251,Korttidshyra av datorer,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5252,5252,Leasing av datorer,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5290,5290,Övriga hyreskostnader för anläggningstillgångar,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5310,5310,El för drift,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5320,5320,Gas,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5330,5330,Eldningsolja,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5340,5340,Stenkol och koks,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5350,5350,"Torv, träkol, ved och annat träbränsle",expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5360,5360,"Bensin, fotogen och motorbrännolja",expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5370,5370,"Fjärrvärme, kyla och ånga",expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5380,5380,Vatten,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5390,5390,Övriga energikostnader,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5411,5411,Förbrukningsinventarier med en livslängd på mer än ett år,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5412,5412,Förbrukningsinventarier led en livslängd på ett år eller mindre,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5430,5430,Transportinventarier,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5440,5440,Förbrukningsemballage,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5480,5480,Arbetskläder och skyddsmaterial,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5490,5490,Övriga förbrukningsinventarier och förbrukningsmaterial,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5491,5491,Övriga förbrukningsinventarier med en livslängd på mer än ett år,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5492,5492,Övriga förbrukningsinventarier med en livslängd på ett år eller mindre,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5493,5493,Övrigt förbrukningsmaterial,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5510,5510,Reparation och underhåll av maskiner och andra tekniska anläggningar,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5520,5520,"Reparation och underhåll av inventarier, verktyg och datorer m.m",expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
a5530,5530,Reparation och underhåll av installationer,expense,l10nse_chart_template_K2,l10n_se.account_tag_32,False
