"id","code","name","account_type","chart_template_id/id",tag_ids/id,"reconcile"
a6992,6992,"Övriga externa kostnader, ej avdragsgilla",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7010,7010,Löner till kollektivanställda,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7090,7090,Förändring av semesterlöneskuld,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7210,7210,Löner till tjänstemän,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7220,7220,Löner till företagsledare,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7240,7240,Styrelsearvoden,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7290,7290,Förändring av semesterlöneskuld,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7310,7310,Kontanta extraersättningar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7321,7321,"Skattefria traktamenten, Sverige",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7322,7322,"Skattepliktiga traktamenten, Sverige",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7323,7323,"Skattefria traktamenten, utlandet",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7324,7324,"Skattepliktiga traktamenten, utlandet",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7331,7331,Skattefria bilersättningar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7332,7332,Skattepliktiga bilersättningar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7380,7380,Kostnader förmåner till anställda,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7385,7385,Kostnader för fri bil,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7390,7390,Övriga kostnadsersättningar och förmåner,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7410,7410,Pensionsförsäkringspremier,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7490,7490,Övriga pensionskostnader,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7511,7511,Arbetsgivaravgift för löner och ersättningar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7512,7512,Arbetsgivaravgifter för förmånsvärden,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7519,7519,Arbetsgivaravgifter för semester- och löneskulder,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7530,7530,Särskild Löneskatt,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7550,7550,Avkastningsskatt på pensionsmedel,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7570,7570,Premier för arbetsmarknadsförsäkringar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7580,7580,Gruppförsäkringspremier,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7590,7590,Övriga sociala och andra avgifter enligt lag och avtal,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7600,7600,Övriga personalkostnader (gruppkonto),expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7610,7610,Utbildning,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7621,7621,"Sjuk- och hälsovård, avdragsgill",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7622,7622,"Sjuk- och hälsovård, ej avdragsgill",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7631,7631,"Personalrepresentation, avdragsgill",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7632,7632,"Personalrepresentation, ej avdragsgill",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7720,7720,Nedskrivningar av byggnader och mark,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7730,7730,Nedskrivningar av maskiner och inventarier,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7810,7810,Avskrivningar av immateriella anläggningstillgångar,expense_depreciation,l10nse_chart_template,l10n_se.account_tag_32,False
a7820,7820,Avskrivningar på byggnader och markanläggningar,expense_depreciation,l10nse_chart_template,l10n_se.account_tag_32,False
a7830,7830,Avskrivningar maskiner och inventarier,expense_depreciation,l10nse_chart_template,l10n_se.account_tag_32,False
a7970,7970,Förlust vid avyttring av immateriella och materiella anläggningstillgångar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a7990,7990,Övriga rörelsekostnader,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a8210,8210,Utdelningar på andelar i andra företag,income_other,l10nse_chart_template,l10n_se.account_tag_33,False
a8220,8220,Resultat vid försäljning av värdepapper i och långfristiga fordringar hos andra företag,income_other,l10nse_chart_template,l10n_se.account_tag_33,False
a8250,8250,Ränteintäkter från långfristiga fordringar hos och värdepapper i andra företag,income_other,l10nse_chart_template,l10n_se.account_tag_33,False
a8270,8270,Nedskrivningar av innehav av andelar i och långfristiga fordringar hos andra företag,expense,l10nse_chart_template,l10n_se.account_tag_33,False
a8310,8310,Ränteintäkter från omsättningstillgångar,income_other,l10nse_chart_template,l10n_se.account_tag_33,False
a8314,8314,Skattefria ränteintäkter,income_other,l10nse_chart_template,l10n_se.account_tag_33,False
a8330,8330,Valutakursdifferenser på kortfristiga fordringar och placeringar,income_other,l10nse_chart_template,l10n_se.account_tag_33,False
a8340,8340,Utdelningar på kortfristiga placeringar,income_other,l10nse_chart_template,l10n_se.account_tag_33,False
a8350,8350,Resultat vid försäljning av kortfristiga placeringar,income_other,l10nse_chart_template,l10n_se.account_tag_33,False
a8390,8390,Övriga finansiella intäkter,income_other,l10nse_chart_template,l10n_se.account_tag_33,False
a8410,8410,Räntekostnader för långfristiga skulder,expense,l10nse_chart_template,l10n_se.account_tag_33,False
a8420,8420,Räntekostnader för kortfristiga skulder,expense,l10nse_chart_template,l10n_se.account_tag_33,False
a8422,8422,Dröjsmålsräntor för leverantörsskulder,expense,l10nse_chart_template,l10n_se.account_tag_33,False
a8423,8423,Räntekostnader för skatter och avgifter,expense,l10nse_chart_template,l10n_se.account_tag_33,False
a8430,8430,Valutakursdifferenser på skulder,expense,l10nse_chart_template,l10n_se.account_tag_33,False
a8811,8811,Avsättning till periodiseringsfond,expense,l10nse_chart_template,l10n_se.account_tag_34,False
a8819,8819,Återföring från periodiseringsfond,expense,l10nse_chart_template,l10n_se.account_tag_34,False
a8850,8850,Förändring av överavskrivningar,expense,l10nse_chart_template,l10n_se.account_tag_34,False
a8910,8910,Skatt som belastar årets resultat,expense,l10nse_chart_template,l10n_se.account_tag_35,False
a8990,8990,Resultat,expense,l10nse_chart_template,l10n_se.account_tag_36,False
a8999,8999,Årets resultat,expense,l10nse_chart_template,l10n_se.account_tag_36,False
a9993,9993,Cash Discount Loss,expense,l10nse_chart_template,l10n_se.account_tag_36,False
a9994,9994,Cash Discount Gain,income_other,l10nse_chart_template,l10n_se.account_tag_33,False
