"id","code","name","account_type","tag_ids","reconcile","non_trade","name@mn"
"account_template_5204_0101","52040101","Income from interest on loans and debt instruments drawn from domestic sources by the Commercial Bank of Mongolia","income_other","l10n_mn.account_cashflow_tag_129","0","","Монгол Улсын арилжааны банкны дотоодын эх үүсвэрээс татсан зээл, өрийн хэрэгсэлд олгосон хүүгийн орлого"
"account_template_5205_0101","52050101","Income transferred from the representative office to non-Mongolian taxpayers operating in Mongolia through representative offices","income_other","","0","","Төлөөний газраар дамжуулан Монгол Улсад үйл ажиллагаа явуулдаг Монгол Улсад байрладаггүй албан татвар төлөгчид тухайн төлөөний газраас шилжүүлсэн орлого"
"account_template_5205_0201","52050201","Income related to the activities of the representative office transferred to a person not located in Mongolia","income_other","","0","","Төлөөний газрын үйл ажиллагаатай холбогдох орлогыг Монгол Улсад байрладаггүй этгээдэд шилжүүлсэн орлого"
"account_template_5205_0301","52050301","Profits transferred from the representative office to its parent company in a given tax year","income_other","","0","","Тухайн татварын жилд төлөөний газраас өөрийн толгой аж ахуйн нэгжид шилжүүлсэн ашиг"
"account_template_5205_0401","52050401","Exempt income remitted abroad from own sale of petroleum products","income_other","","0","","Газрын тосны бүтээгдэхүүний өөрт ногдох борлуулалтаас гадаадад шилжүүлсэн чөлөөлөгдөх орлого"
"account_template_5205_0501","52050501","Refundable income under the Environmental Impact Assessment Act","income_other","","0","","Байгаль орчинд нөлөөлөх байдлын үнэлгээний тухай хуулийн дагуу буцаан олголтын орлого"
"account_template_5205_0601","52050601","Income from insurance claims","income_other","l10n_mn.account_cashflow_tag_113","0","","Даатгалын нөхөн төлбөрийн орлого"
"account_template_5301_0101","53010101","Realized foreign exchange gains","income_other","l10n_mn.account_cashflow_tag_400","0","","Валютын ханшийн зөрүүний хэрэгжсэн олз"
"account_template_5301_0201","53010201","Unrealized foreign exchange gains","income_other","l10n_mn.account_cashflow_tag_400","0","","Валютын ханшийн зөрүүний хэрэгжээгүй олз"
"account_template_5302_0101","53020101","Realized loss on exchange rate differences","income_other","l10n_mn.account_cashflow_tag_400","0","","Валютын ханшийн зөрүүний хэрэгжсэн гарз"
"account_template_5302_0201","53020201","Unrealized exchange rate loss","income_other","l10n_mn.account_cashflow_tag_400","0","","Валютын ханшийн зөрүүний хэрэгжээгүй гарз"
"account_template_5401_0101","54010101","Gain on sale of fixed assets","income_other","","0","","Үндсэн хөрөнгө борлуулсны олз"
"account_template_5401_0201","54010201","Loss on sale of fixed assets","income_other","","0","","Үндсэн хөрөнгө борлуулсны гарз"
"account_template_5402_0101","54020101","Provisional account for the sale of construction assets","income_other","","0","","Барилга байгууламжын хөрөнгө борлуулсны түр данс"
"account_template_5402_0201","54020201","Provisional account for sale of other fixed assets","income_other","","0","","Бусад үндсэн хөрөнгө борлуулсны түр данс"
"account_template_5501_0101","55010101","Gain on sale of intangible assets","income_other","","0","","Биет бус хөрөнгө борлуулсны олз"
"account_template_5501_0201","55010201","Loss on sale of intangible assets","income_other","","0","","Биет бус хөрөнгө борлуулсны гарз"
"account_template_5502_0101","55020101","Provisional account for the sale of intangible assets","income_other","","0","","Биет бус хөрөнгө борлуулсны түр данс"
"account_template_5601_0101","56010101","Gain on sale of investment","income_other","","0","","Хөрөнгө оруулалт борлуулсны олз"
"account_template_5601_0201","56010201","Loss on sale of investment","income_other","","0","","Хөрөнгө оруулалт борлуулсны гарз"
"account_template_5701_0101","57010101","Early payment discount gain","income_other","","0","","Хугацаанаасаа өмнө төлсний хөнгөлөлтийн олз"
"account_template_5701_0201","57010201","Early payment discount loss","income_other","","0","","Хугацаанаасаа өмнө төлсний хөнгөлөлтийн алдагдал"
"account_template_5901_0101","59010101","Other gains from non-core activities","income_other","","0","","Үндсэн бус үйл ажиллагааны бусад олз"
"account_template_5901_0201","59010201","Other losses from non-core activities","income_other","","0","","Үндсэн бус үйл ажиллагааны бусад гарз"
"account_template_6001_0101","60010101","Sales discount","income","","0","","Борлуулалтын хөнгөлөлт"
"account_template_6002_0101","60020101","Sales promotion","income","","0","","Борлуулалтын урамшуулал"
"account_template_6003_0101","60030101","Sales Returns","income","","0","","Борлуулалтын буцаалт"
"account_template_6004_0101","60040101","Cash discount","income","","0","","Бэлнээр төлсөний хөнгөлөлт"
"account_template_6005_0101","60050101","Early payment discount","income","","0","","Хугацаанаас өмнө төлсний хөнгөлөлт"
"account_template_6006_0101","60060101","Reduction in sales price","income","","0","","Борлуулалтын үнийн бууралт"
"account_template_6101_0101","61010101","Cost of goods sold","expense_direct_cost","","0","","Борлуулсан бараа, бүтээгдэхүүний өртөг"
"account_template_6102_0101","61020101","Cost of services sold","expense_direct_cost","","0","","Борлуулсан үйлчилгээний өртөг"
"account_template_7001_0101","70010101","Management - Basic Salary Expenses","expense","","0","","Удирд - Үндсэн цалингийн зардал"
"account_template_7001_0201","70010201","Management - Additional salary costs","expense","","0","","Удирд - Нэмэгдэл цалингийн зардал"
"account_template_7002_0101","70020101","Management - HIF expenses","expense","","0","","Удирд - ЭМД-ийн зардал"
"account_template_7002_0201","70020201","Management - Social Security costs","expense","","0","","Удирд - НДШ-ийн зардал"
"account_template_7002_0301","70020301","Management - Bank fees and charges","expense","","0","","Удирд - Банкны шимтгэл хураамжын зардал"
"account_template_7002_0401","70020401","Management - Expenses for foreign missions","expense","","0","","Удирд - Гадаад томилолтын зардал"
"account_template_7002_0402","70020402","Management - Internal Mission Expenses","expense","","0","","Удирд - Дотоод томилолтын зардал"
"account_template_7002_0501","70020501","Management - Clerical expenses","expense","","0","","Удирд - Бичиг хэргийн зардал"
"account_template_7002_0601","70020601","Management - Postal costs","expense","","0","","Удирд - Шуудан холбооны зардал"
"account_template_7002_0602","70020602","Management - Landline costs","expense","","0","","Удирд - Суурин утасны зардал"
"account_template_7002_0603","70020603","Management - Cell phone costs","expense","","0","","Удирд - Үүрэн утасны зардал"
"account_template_7002_0604","70020604","Management - Internet costs","expense","","0","","Удирд - Интернетийн зардал"
"account_template_7002_0701","70020701","Management - Cost of professional services","expense","","0","","Удирд - Мэргэжлийн үйлчилгээний зардал"
"account_template_7002_0801","70020801","Management - Human Resource Costs","expense","","0","","Удирд - Хүний нөөцийн зардал"
"account_template_7002_0901","70020901","Management - Newspaper and magazine subscription costs","expense","","0","","Удирд - Сонин сэтгүүл захиалгын зардал"
"account_template_7002_1001","70021001","Management - Insurance costs","expense","","0","","Удирд - Даатгалын зардал"
"account_template_7002_1101","70021101","Management - Operating expenses","expense","","0","","Удирд - Ашиглалтын зардал"
"account_template_7002_1201","70021201","Management - Maintenance costs","expense","","0","","Удирд - Засварын зардал"
"account_template_7002_1301","70021301","Management - Depreciation expense","expense","","0","","Удирд - Элэгдэл хорогдлын зардал"
"account_template_7002_1401","70021401","Management - Rental expenses","expense","l10n_mn.account_cashflow_tag_124","0","","Удирд - Түрээсийн зардал"
"account_template_7002_1501","70021501","Management - Security costs","expense","l10n_mn.account_cashflow_tag_124","0","","Удирд - Харуул хамгаалалтын зардал"
"account_template_7002_1601","70021601","Management - Cost of cleaning services","expense","l10n_mn.account_cashflow_tag_124","0","","Удирд - Цэвэрлэгээ үйлчилгээний зардал"
"account_template_7002_1701","70021701","Management - Transportation costs","expense","l10n_mn.account_cashflow_tag_125","0","","Удирд - Тээврийн зардал"
"account_template_7002_1801","70021801","Management - Fuel costs","expense","l10n_mn.account_cashflow_tag_125","0","","Удирд - Шатахууны зардал"
"account_template_7002_1901","70021901","Management - Reception expenses","expense","","0","","Удирд - Хүлээн авалтын зардал"
"account_template_7002_2001","70022001","Management - Advertising expenses","expense","","0","","Удирд - Зар сурталчилгааны зардал"
"account_template_7002_2101","70022101","Management - Project development costs","expense","","0","","Удирд - Төсөл хөгжлийн зардал"
"account_template_7002_2201","70022201","Management - Research and testing costs","expense","","0","","Удирд - Судалгаа, туршилтын зардал"
"account_template_7002_2301","70022301","Management - Shipping and distribution costs","expense","","0","","Удирд - Хүргэлт, түгээлтийн зардал"
"account_template_7002_9901","70029901","Management - Other operating expenses","expense","","0","","Удирд - Үйл ажиллагааны бусад зардал"
"account_template_7101_0101","71010101","Basic Salary Expense","expense","","0","","Борл - Үндсэн цалингийн зардал"
"account_template_7101_0201","71010201","Additional salary costs","expense","","0","","Борл - Нэмэгдэл цалингийн зардал"
"account_template_7102_0101","71020101","HIF costs","expense","","0","","Борл - ЭМД-ийн зардал"
"account_template_7102_0201","71020201","Cost of Social Security","expense","","0","","Борл - НДШ-ийн зардал"
"account_template_7102_0301","71020301","Cost of bank commissions","expense","","0","","Борл - Банкны шимтгэл хураамжын зардал"
"account_template_7102_0401","71020401","Expenditure on foreign missions","expense","","0","","Борл - Гадаад томилолтын зардал"
"account_template_7102_0402","71020402","Expenses for domestic assignments","expense","","0","","Борл - Дотоод томилолтын зардал"
"account_template_7102_0501","71020501","Clerical expenses","expense","","0","","Борл - Бичиг хэргийн зардал"
"account_template_7102_0601","71020601","Postal costs","expense","","0","","Борл - Шуудан холбооны зардал"
"account_template_7102_0602","71020602","Landline costs","expense","","0","","Борл - Суурин утасны зардал"
"account_template_7102_0603","71020603","Cell phone costs","expense","","0","","Борл - Үүрэн утасны зардал"
"account_template_7102_0604","71020604","Internet costs","expense","","0","","Борл - Интернетийн зардал"
"account_template_7102_0701","71020701","Cost of professional services","expense","","0","","Борл - Мэргэжлийн үйлчилгээний зардал"
"account_template_7102_0801","71020801","Human Resource Costs","expense","","0","","Борл - Хүний нөөцийн зардал"
"account_template_7102_0901","71020901","Newspaper subscription costs","expense","","0","","Борл - Сонин сэтгүүл захиалгын зардал"
"account_template_7102_1001","71021001","Insurance costs","expense","","0","","Борл - Даатгалын зардал"
"account_template_7102_1101","71021101","Operating expenses","expense","","0","","Борл - Ашиглалтын зардал"
"account_template_7102_1201","71021201","Repair costs","expense","","0","","Борл - Засварын зардал"
"account_template_7102_1301","71021301","Depreciation expense","expense","","0","","Борл - Элэгдэл хорогдлын зардал"
"account_template_7102_1401","71021401","Rental expenses","expense","","0","","Борл - Түрээсийн зардал"
"account_template_7102_1501","71021501","Cost of guard protection","expense","","0","","Борл - Харуул хамгаалалтын зардал"
"account_template_7102_1601","71021601","Cost of cleaning services","expense","","0","","Борл - Цэвэрлэгээ үйлчилгээний зардал"
"account_template_7102_1701","71021701","Shipping costs","expense","l10n_mn.account_cashflow_tag_125","0","","Борл - Тээврийн зардал"
"account_template_7102_1801","71021801","Fuel costs","expense","l10n_mn.account_cashflow_tag_125","0","","Борл - Шатахууны зардал"
"account_template_7102_1901","71021901","Reception expenses","expense","","0","","Борл - Хүлээн авалтын зардал"
"account_template_7102_2001","71022001","Advertising expenses","expense","","0","","Борл - Зар сурталчилгааны зардал"
"account_template_7102_2101","71022101","Project development costs","expense","","0","","Борл - Төсөл хөгжлийн зардал"
"account_template_7102_2201","71022201","Research and testing costs","expense","","0","","Борл - Судалгаа, туршилтын зардал"
"account_template_7102_2301","71022301","Shipping and distribution costs","expense","","0","","Борл - Хүргэлт, түгээлтийн зардал"
"account_template_7102_9901","71029901","Other operating expenses","expense","","0","","Борл - Үйл ажиллагааны бусад зардал"
"account_template_7201_0101","72010101","Interest expense for working capital financing","expense","l10n_mn.account_cashflow_tag_129","0","","Эргэлтийн хөрөнгө санхүүжүүлэх зээлийн хүүгийн зардал"
"account_template_7202_0101","72020101","Interest expense for financing fixed assets","expense","l10n_mn.account_cashflow_tag_129","0","","Үндсэн хөрөнгө санхүүжүүлэх зээлийн хүүгийн зардал"
"account_template_7203_0101","72030101","Interest costs of project financing loans","expense","l10n_mn.account_cashflow_tag_129","0","","Төсөл санхүүжүүлэх зээлийн хүүгийн зардал"
"account_template_7301_0101","73010101","Exploration and appraisal costs","expense","","0","","Хайгуул, үнэлгээний зардал"
"account_template_7401_0101","74010101","Costs and fines","expense","","0","","Алданги, торгуулийн зардал"
"account_template_7402_0101","74020101","Donations and support costs","expense","","0","","Хандив, тусламжийн зардал"
"account_template_7403_0101","74030101","Bad debt expense","expense","","0","","Найдваргүй авлагын зардал"
"account_template_7404_0101","74040101","Cost of capital held in contingency fund","expense","","0","","Болзошгүй алдагдлын санд төвлөрүүлсэн хөрөнгийн зардал"
"account_template_7405_0101","74050101","Franchise costs","expense","","0","","Франчайзын зардал"
"account_template_7406_0101","74060101","Cost of banking service fees","expense","","0","","Банкны үйлчилгээний шимтгэлийн зардал"
"account_template_7407_0101","74070101","Asset disposal costs","expense","","0","","Хөрөнгө акталж устгасны зардал"
"account_template_7408_0101","74080101","Cost of industrial accidents","expense","","0","","Үйлдвэрийн ослын зардал"
"account_template_7409_0101","74090101","Ancillary production and service costs","expense","","0","","Туслах үйлдвэрлэл, үйлчилгээний зардал"
"account_template_7410_0101","74100101","Impairment cost of fixed assets","expense","","0","","Үндсэн хөрөнгийн үнэ цэнийн бууралтын зардал"
"account_template_7499_0101","74990101","Other general expenses","expense","","0","","Бусад ерөнхий зардал"
"account_template_9101_0101","91010101","Income tax expense for the reporting period","expense","","0","","Тайлант үеийн орлогын албан татварын зардал"
"account_template_9102_0101","91020101","Deferred tax expense","expense","","0","","Хойшлогдсон татварын зардал"
"account_template_9103_0101","91030101","Other comprehensive non-taxable income","expense","","0","","Татвар ногдохгүй бусад дэлгэрэнгүй орлого"
"account_template_9301_0101","93010101","The source of the first balance","expense","","0","","Эхний үлдэгдлийн эх үүсвэр"
