"id","name","sequence","description","invoice_label","type_tax_use","tax_scope","amount_type","amount","tax_group_id","is_withholding_tax","children_tax_ids","repartition_line_ids/factor_percent","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/account_id","repartition_line_ids/tag_ids","repartition_line_ids/use_in_tax_closing","active","l10n_ph_atc","fiscal_position_ids","original_tax_ids"
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_2_wi120","2% WI120","43","Contractors","2%","purchase","","percent","-2","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WI120","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_purchase_2_wi120_exempt","2% WI120 EXEMPT","44","Contractors (Exempted)","Exempt","purchase","","percent","0","l10n_ph_tax_group_withholding_tax","False","","100","base","invoice","","1601/1604EX","","False","WI120","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604EX","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","","False","","","",""
"l10n_ph_tax_sale_2_wi120","2% WI120","45","Contractors","2%","sale","","percent","-2","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WI120","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_10_wi516","10% WI516","46","Commission/rebates/discounts","10%","purchase","","percent","-10","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WI516","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_purchase_10_wi516_exempt","10% WI516 EXEMPT","47","Commission/rebates/discounts (Exempted)","Exempt","purchase","","percent","0","l10n_ph_tax_group_withholding_tax","False","","100","base","invoice","","1601/1604EX","","False","WI516","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604EX","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","","False","","","",""
"l10n_ph_tax_sale_10_wi516","10% WI516","48","Commission/rebates/discounts","10%","sale","","percent","-10","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WI516","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_15_wc011","15% WC011","49","Prof Fees","15%","purchase","","percent","-15","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WC011","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_purchase_15_wc011_exempt","15% WC011 EXEMPT","50","Prof Fees (Exempted)","Exempt","purchase","","percent","0","l10n_ph_tax_group_withholding_tax","False","","100","base","invoice","","1601/1604EX","","False","WC011","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604EX","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","","False","","","",""
"l10n_ph_tax_sale_15_wc011","15% WC011","51","Prof Fees","15%","sale","","percent","-15","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WC011","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_5_wc100","5% WC100","52","Gross rental of property","5%","purchase","","percent","-5","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WC100","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_purchase_5_wc100_exempt","5% WC100 EXEMPT","53","Gross rental of property (Exempted)","Exempt","purchase","","percent","0","l10n_ph_tax_group_withholding_tax","False","","100","base","invoice","","1601/1604EX","","False","WC100","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604EX","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","","False","","","",""
"l10n_ph_tax_sale_5_wc100","5% WC100","54","Gross rental of property","5%","sale","","percent","-5","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WC100","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_10_wc516","10% WC516","55","Commission/rebates/discounts","10%","purchase","","percent","-10","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WC516","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_purchase_10_wc516_exempt","10% WC516 EXEMPT","56","Commission/rebates/discounts (Exempted)","Exempt","purchase","","percent","0","l10n_ph_tax_group_withholding_tax","False","","100","base","invoice","","1601/1604EX","","False","WC516","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604EX","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","","False","","","",""
"l10n_ph_tax_sale_10_wc516","10% WC516","57","Commission/rebates/discounts","10%","sale","","percent","-10","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WC516","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_0_5_wc820","0.5% WC820","58","Gross remittances by e-marketplace operators to the sellers/merchants for the goods or services sold/paid through their platform/facility","0.5%","purchase","","percent","-0.5","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WC820","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1601/1604B","False","","","",""
"l10n_ph_tax_purchase_0_5_wc830","0.5% WC830","59","Gross remittances by digital financial services providers to the sellers/merchants for the goods or services sold/paid through their platform/facility","0.5%","purchase","","percent","-0.5","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WC830","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1601/1604B","False","","","",""
"l10n_ph_tax_sale_0_5_wc820","0.5% WC820","60","Gross remittances by e-marketplace operators to the sellers/merchants for the goods or services sold/paid through their platform/facility","0.5%","sale","","percent","-0.5","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WC820","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_sale_0_5_wc830","0.5% WC830","61","Gross remittances by digital financial services providers to the sellers/merchants for the goods or services sold/paid through their platform/facility","0.5%","sale","","percent","-0.5","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WC830","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_25_wc830","25% WC830","62","On other payments to NRFCs","25%","purchase","","percent","-25","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604FA","","True","WC230","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206040","1601/1604FB","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604FA","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206040","1601/1604FB","False","","","",""
"l10n_ph_tax_sale_wc640_sup_g","1% WC640 Sup G","63","Income payments made by the government and government-owned and controlled corporations (GOCCs) to its local/resident suppliers of goods other than those covered by other rates of withholding tax","1%","sale","consu","percent","-1","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WC640","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_wc640_sup_g","1% WC640 Sup G","64","Income payments made by the government and government-owned and controlled corporations (GOCCs) to its local/resident suppliers of goods other than those covered by other rates of withholding tax","1%","purchase","consu","percent","-1","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WC640","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_sale_wi640_sup_g","1% WI640 Sup G","65","Income payments made by the government and government-owned and controlled corporations (GOCCs) to its local/resident suppliers of goods other than those covered by other rates of withholding tax","1%","sale","consu","percent","-1","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WI640","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_wi640_sup_g","1% WI640 Sup G","66","Income payments made by the government and government-owned and controlled corporations (GOCCs) to its local/resident suppliers of goods other than those covered by other rates of withholding tax","1%","purchase","consu","percent","-1","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WI640","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_purchase_wi157_sup_g","2% WI157 Sup G","67","Income payments made by the government and government-owned and controlled corporations (GOCCs) to its local/resident suppliers of services other than those covered by other rates of withholding tax","2%","purchase","service","percent","-2","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WI157","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_sale_wi157_sup_g","2% WI157 Sup G","68","Income payments made by the government and government-owned and controlled corporations (GOCCs) to its local/resident suppliers of services other than those covered by other rates of withholding tax","2%","sale","service","percent","-2","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WI157","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_wc157_sup_g","2% WC157 Sup G","69","Income payments made by the government and government-owned and controlled corporations (GOCCs) to its local/resident suppliers of services other than those covered by other rates of withholding tax","2%","purchase","service","percent","-2","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WC157","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_sale_wc157_sup_g","2% WC157 Sup G","70","Income payments made by the government and government-owned and controlled corporations (GOCCs) to its local/resident suppliers of services other than those covered by other rates of withholding tax","2%","sale","service","percent","-2","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WC157","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_sale_wc158","1% WC158","71","Income payment made by top withholding agents to their local/resident supplier of goods other than those covered by other rates of withholding tax","1%","sale","consu","percent","-1","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WC158","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_wc158","1% WC158","72","Income payment made by top withholding agents to their local/resident supplier of goods other than those covered by other rates of withholding tax","1%","purchase","consu","percent","-1","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WC158","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_sale_wi158","1% WI158","73","Income payment made by top withholding agents to their local/resident supplier of goods other than those covered by other rates of withholding tax","1%","sale","consu","percent","-1","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WI158","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_wi158","1% WI158","74","Income payment made by top withholding agents to their local/resident supplier of goods other than those covered by other rates of withholding tax","1%","purchase","consu","percent","-1","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WI158","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_purchase_wi160","2% WI160","75","Income payment made by top withholding agents to their local/resident supplier of services other than those covered by other rates of withholding tax","2%","purchase","service","percent","-2","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WI160","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_sale_wi160","2% WI160","76","Income payment made by top withholding agents to their local/resident supplier of services other than those covered by other rates of withholding tax","2%","sale","service","percent","-2","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WI160","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_purchase_wc160","2% WC160","77","Income payment made by top withholding agents to their local/resident supplier of services other than those covered by other rates of withholding tax","2%","purchase","service","percent","-2","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1601/1604A","","True","WC160","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206020","1601/1604B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1601/1604A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206020","1601/1604B","False","","","",""
"l10n_ph_tax_sale_wc160","2% WC160","78","Income payment made by top withholding agents to their local/resident supplier of services other than those covered by other rates of withholding tax","2%","sale","service","percent","-2","l10n_ph_tax_group_withholding_tax","True","","100","base","invoice","","1701/1702A","","True","WC160","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_106030","1701/1702B","False","","","",""
"","","","","","","","","","","","","100","base","refund","","1701/1702A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_106030","1701/1702B","False","","","",""
"l10n_ph_tax_sale_3_pt010","3% PT010","2","Persons exempt from VAT under Sec. 109(BB) (Sec. 116)","VAT Exempt","sale","","percent","3","l10n_ph_tax_group_percentage_tax","False","","100","base","invoice","","PT010A","","False","PT010","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","invoice","l10n_ph_account_602050","","False","","","",""
"","","","","","","","","","","","","100","base","refund","","PT010A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","refund","l10n_ph_account_602050","","False","","","",""
"l10n_ph_tax_sale_3_pt040","3% PT040","4","Domestic carriers and keepers of garages (Sec. 117)","VAT Exempt","sale","","percent","3","l10n_ph_tax_group_percentage_tax","False","","100","base","invoice","","PT040A","","False","PT040","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","invoice","l10n_ph_account_602050","","False","","","",""
"","","","","","","","","","","","","100","base","refund","","PT040A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","refund","l10n_ph_account_602050","","False","","","",""
"l10n_ph_tax_sale_5_pt105","5% PT105","6","On interest, commissions and discounts from lending activities (5 years or less)","VAT Exempt","sale","","percent","5","l10n_ph_tax_group_percentage_tax","False","","100","base","invoice","","PT105A","","False","PT105","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","invoice","l10n_ph_account_602050","","False","","","",""
"","","","","","","","","","","","","100","base","refund","","PT105A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","refund","l10n_ph_account_602050","","False","","","",""
"l10n_ph_tax_sale_5_pt113","5% PT113","7","On interest, commissions and discounts from lending activities (5 years or less)","VAT Exempt","sale","","percent","5","l10n_ph_tax_group_percentage_tax","False","","100","base","invoice","","PT113A","","False","PT113","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","invoice","l10n_ph_account_602050","","False","","","",""
"","","","","","","","","","","","","100","base","refund","","PT113A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","refund","l10n_ph_account_602050","","False","","","",""
"l10n_ph_tax_sale_5_pt115","5% PT115","9","From all other items treated as gross income under the code","VAT Exempt","sale","","percent","5","l10n_ph_tax_group_percentage_tax","False","","100","base","invoice","","PT115A","","False","PT115","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","invoice","l10n_ph_account_602050","","False","","","",""
"","","","","","","","","","","","","100","base","refund","","PT115A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","refund","l10n_ph_account_602050","","False","","","",""
"l10n_ph_tax_sale_4_pt130","4% PT130","5","Insurance Agents","VAT Exempt","sale","","percent","4","l10n_ph_tax_group_percentage_tax","False","","100","base","invoice","","PT130A","","False","PT130","",""
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","invoice","l10n_ph_account_602050","","False","","","",""
"","","","","","","","","","","","","100","base","refund","","PT130A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206025","","False","","","",""
"","","","","","","","","","","","","-100","tax","refund","l10n_ph_account_602050","","False","","","",""
"l10n_ph_tax_sale_0_exempt_sc_pwd","0% EXEMPT FOR SC/PWD USE","8","0% EXEMPT FOR SC/PWD USE","VAT Exempt","sale","","percent","0","l10n_ph_tax_group_vat_exempt","False","","100","base","invoice","","33A","","True","","l10n_ph_fiscal_position_discount_privileges","l10n_ph_tax_sale_12"
"","","","","","","","","","","","","100","tax","invoice","l10n_ph_account_206010","","True","","","",""
"","","","","","","","","","","","","100","base","refund","","33A","","","","",""
"","","","","","","","","","","","","100","tax","refund","l10n_ph_account_206010","","True","","","",""
