"id","code","name","account_type","chart_template_id/id","reconcile","tag_ids/id"
"account_8990","8990","Osuus osakkuusyritysten tuloksesta","expense","l10n_fi.fi_chart_template","False",
"account_9000","9000","Tuotot osuuksista saman konsernin yrityksissä","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_from_shares_in_group"
"account_9030","9030","Osuus osakkuusyritysten voitosta (tappiosta)","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_from_associated_company"
"account_9040","9040","Tuotot osuuksista omistusyhteysyrityksissä","income_other","l10n_fi.fi_chart_template","False",
"account_9070","9070","Tuotot osuuksista muissa omistusyhteysyrityksissä","income_other","l10n_fi.fi_chart_template","False",
"account_9080","9080","Sijoitustuotot pysyvien vastaavien sijoituksista, konserni","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_investment_income_other_current_assets_group"
"account_9090","9090","Sijoitustuotot pysyvien vastaavien sijoituksista, muut","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_investment_income_from_fixed_assets"
"account_9150","9150","Muut korko- ja rahoitustuotot, konserni","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_interest_and_financial_income_from_group"
"account_9160","9160","Muut korko- ja rahoitustuotot, muut","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_interest_and_financial_income"
"account_9300","9300","Arvonalentumiset pysyvien vastaavien sijoituksista","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_impairment_losses_on_investments_in_fixed_assets"
"account_9370","9370","Arvonalentumiset vaihtuvien vastaavien rahoitusarvopapereista","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_impairment_losses_financial_assets_current_assets"
"account_9420","9420","Korkokulut ja muut rahoituskulut, konserni","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_financial_expenses_group"
"account_9440","9440","Korkokulut ja muut rahoituskulut, muut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_financial_expenses"
"account_9800","9800","Poistoeron lisäys (-) tai vähennys (+)","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_change_in_depreciation_difference"
"account_9840","9840","Verotusperusteisten varausten lisäys (-) tai vähennys (+)","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_change_in_provisions"
"account_9850","9850","Konserniavustukset, saadut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_group_contribution"
"account_9860","9860","Konserniavustukset, maksetut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_group_contribution"
"account_9900","9900","Tilikauden ja aikaisempien tilikausien verot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_taxes_for_the_period"
"account_9970","9970","Laskennalliset verot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_taxes_for_the_period"
"account_9980","9980","Muut välittömät verot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_taxes_for_the_period"
"account_9990","9990","Vähemmistöosuudet","expense","l10n_fi.fi_chart_template","False",
