"id","code","l10n_pt_taxonomy_code","name","account_type","reconcile","name@pt"
"chart_4691","4691","326","Financial investments","asset_current","False","Investimentos Financeiros"
"chart_4692","4692","327","Investment properties","asset_current","False","Propriedades de investimento"
"chart_4693","4693","328","Tangible fixed assets","asset_current","False","Ativos fixos tangíveis"
"chart_4694","4694","329","Intangible assets","asset_current","False","Ativos intangíveis"
"chart_4695","4695","330","Others","asset_current","False","Outros"
"chart_51","51","331","Subscribed capital","equity","False","Capital subscrito"
"chart_521","521","332","Nominal value","equity","False","Valor nominal"
"chart_522","522","333","Discounts and bonuses","equity","False","Descontos e prémios"
"chart_53","53","334","Other instruments of equity","equity","False","Outros instrumentos de capital próprio"
"chart_54","54","335","Emission awards","equity","False","Prémios de emissão"
"chart_551","551","336","Legal reserves","equity","False","Reservas legais"
"chart_552","552","337","Other reserves","equity","False","Outras reservas"
"chart_56","56","338","Transited results","equity","False","Resultados transitados"
"chart_5711","5711","339","Transition adjustments","equity","False","Ajustamentos de transição"
"chart_5712","5712","340","Unlavoded profits","equity","False","Lucros não atribuídos"
"chart_5713","5713","341","Arising from other variations in the capitals of the participated","equity","False","Decorrentes de outras variações nos capitais próprios das participadas"
"chart_579","579","342","Others","equity","False","Outros"
"chart_5811","5811","343","Before income tax","equity","False","Antes de imposto sobre o rendimento"
"chart_5812","5812","344","Deferred taxes","equity","False","Ativos por impostos diferidos"
"chart_5891","5891","345","Before income tax","equity","False","Antes de imposto sobre o rendimento"
"chart_5892","5892","346","Deferred taxes","equity","False","Ativos por impostos diferidos"
"chart_591","591","347","Differences in conversion of financial statements","equity","False","Diferenças de conversão de demonstrações financeiras"
"chart_592","592","348","Deferred tax adjustments","equity","False","Ajustamentos por impostos diferidos"
"chart_5931","5931","349","Assigned subsidies","equity","False","Subsídios atribuídos"
"chart_5932","5932","350","Subsidies adjustments","equity","False","Ajustamentos em subsídios"
"chart_594","594","351","Donations","equity","False","Doações"
"chart_599","599","352","Others","equity","False","Outros"
"chart_611","611","353","Goods","expense","False","Mercadorias"
"chart_612","612","354","Raw materials, subsidiaries and consumption","expense","False","Matérias-primas, subsidiárias e de consumo"
"chart_613","613","355","Biological assets (Purchases)","expense","False","Ativos biológicos (compras)"
"chart_621","621","356","Subcontracts","expense","False","Subcontratos"
"chart_6221","6221","357","Specialized jobs","expense","False","Trabalhos especializados"
"chart_6222","6222","358","Advertising and marketing","expense","False","Publicidade e propaganda"
"chart_6223","6223","359","Surveillance and security","expense","False","Vigilância e segurança"
"chart_6224","6224","360","Fees","expense","False","Honorários"
"chart_6225","6225","361","Commissions","expense","False","Comissões"
"chart_6226","6226","362","Conservation and repair","expense","False","Conservação e reparação"
"chart_6228","6228","363","Others","expense","False","Outros"
"chart_6231","6231","364","Quick wear tools and utensils","expense","False","Ferramentas e utensílios de desgaste rápido"
"chart_6232","6232","365","Books and technical documentation","expense","False","Livros e documentação técnica"
"chart_6233","6233","366","Office supplies","expense","False","Material de escritório"
"chart_6234","6234","367","Things on sale","expense","False","Artigos para oferta"
"chart_6238","6238","368","Others","expense","False","Outros"
"chart_6241","6241","369","Electricity","expense","False","Eletricidade"
"chart_6242","6242","370","Fuels","expense","False","Combustíveis"
"chart_6243","6243","371","Water","expense","False","Água"
"chart_6248","6248","372","Others","expense","False","Outros"
"chart_6251","6251","373","Travel and stays","expense","False","Deslocações e estadas"
"chart_6252","6252","374","Staff transport","expense","False","Transportes de pessoal"
"chart_6253","6253","375","Transport of goods","expense","False","Transportes de mercadorias"
"chart_6258","6258","376","Others","expense","False","Outros"
"chart_6261","6261","377","Incomes and rents","expense","False","Rendas e alugueres"
"chart_6262","6262","378","Communication","expense","False","Comunicação"
"chart_6263","6263","379","Insurance","expense","False","Seguros"
"chart_6264","6264","380","Royalties","expense","False","Royalties"
"chart_6265","6265","381","Litigation and notary","expense","False","Contencioso e notariado"
"chart_6266","6266","382","Representation expenses","expense","False","Despesas de representação"
"chart_6267","6267","383","Cleaning, hygiene and confort","expense","False","Limpeza, higiene e conforto"
"chart_6268","6268","384","Other services","expense","False","Outros serviços"
"chart_631","631","385","Corporate bodies remuneration","expense","False","Remunerações dos órgãos sociais"
"chart_632","632","386","Staff remuneration","expense","False","Remunerações do pessoal"
"chart_6331","6331","387","Pension allowances","expense","False","Prémios para pensões"
"chart_6332","6332","388","Other benefits","expense","False","Outros benefícios"
"chart_634","634","389","Compensation","expense","False","Indemnizações"
"chart_635","635","390","Remuneration charges","expense","False","Encargos sobre remunerações"
"chart_636","636","391","Accidents insurance at work and professional illnesses","expense","False","Seguros de acidentes no trabalho e doenças profissionais"
"chart_637","637","392","Social action expenses","expense","False","Gastos de ação social"
"chart_638","638","393","Other spending on staff","expense","False","Outros gastos com o pessoal"
"chart_6411","6411","394","Land and natural resources","expense_depreciation","False","Terrenos e recursos naturais"
"chart_6412","6412","395","Buildings and other constructions","expense_depreciation","False","Edifícios e outras construções"
"chart_6413","6413","396","Other investment properties","expense_depreciation","False","Outras propriedades de investimento"
"chart_6421","6421","397","Land and natural resources","expense_depreciation","False","Terrenos e recursos naturais"
"chart_6422","6422","398","Buildings and other constructions","expense_depreciation","False","Edifícios e outras construções"
"chart_6423","6423","399","Basic equipment","expense_depreciation","False","Equipamento básico"
"chart_6424","6424","400","Transport equipment","expense_depreciation","False","Equipamento de transporte"
"chart_6425","6425","401","Office equipment","expense_depreciation","False","Equipamento administrativo"
"chart_6426","6426","402","Biological equipment","expense_depreciation","False","Equipamentos biológicos"
"chart_6427","6427","403","Other tangible fixed assets","expense_depreciation","False","Outros ativos fixos tangíveis"
"chart_6431","6431","404","Goodwill","expense_depreciation","False","Goodwill"
"chart_6432","6432","405","Development projects","expense_depreciation","False","Projetos de desenvolvimento"
"chart_6433","6433","406","Computer programs","expense_depreciation","False","Programas de computador"
"chart_6434","6434","407","Industrial property","expense_depreciation","False","Propriedade industrial"
"chart_6435","6435","408","Other intangible assets","expense_depreciation","False","Outros ativos intangíveis"
"chart_6428","6428","409","Consumables","expense_depreciation","False","Consumíveis"
"chart_6429","6429","410","Of production","expense_depreciation","False","De produção"
"chart_6414","6414","411","Goodwill","expense_depreciation","False","Goodwill"
"chart_6511","6511","413","Customers","expense","False","Clientes"
"chart_6512","6512","414","Other debtors","expense","False","Outros devedores"
"chart_6521","6521","415","Goods","expense","False","Mercadorias"
"chart_6522","6522","416","Raw materials, subsidiaries and consumption","expense","False","Matérias-primas, subsidiárias e de consumo"
"chart_6523","6523","417","Finished and intermediate products","expense","False","Produtos acabados e intermédios"
"chart_6524","6524","418","Byproducts, waste, residues and refuses","expense","False","Subprodutos, desperdícios, resíduos e refugos"
"chart_6525","6525","419","Products and work in progress","expense","False","Produtos e trabalhos em curso"
"chart_6526","6526","420","Consumable biological assets","expense","False","Ativos biológicos consumíveis"
"chart_6527","6527","421","Biological production assets","expense","False","Ativos biológicos de produção"
"chart_6531","6531","422","Capital Participations","expense","False","Participações de capital"
"chart_6532","6532","423","Loans granted","expense","False","Empréstimos concedidos"
"chart_6533","6533","424","Other financial investments","expense","False","Outros investimentos financeiros"
"chart_6534","6534","425","Goodwill","expense","False","Goodwill"
"chart_6541","6541","426","Land and natural resources","expense","False","Terrenos e recursos naturais"
"chart_6542","6542","427","Buildings and other constructions","expense","False","Edifícios e outras construções"
"chart_6543","6543","428","Other investment properties","expense","False","Outras propriedades de investimento"
"chart_6551","6551","429","Land and natural resources","expense","False","Terrenos e recursos naturais"
"chart_6552","6552","430","Buildings and other constructions","expense","False","Edifícios e outras construções"
"chart_6553","6553","431","Basic equipment","expense","False","Equipamento básico"
"chart_6554","6554","432","Transport equipment","expense","False","Equipamento de transporte"
"chart_6555","6555","433","Office equipment","expense","False","Equipamento administrativo"
"chart_6556","6556","434","Biological equipment","expense","False","Equipamentos biológicos"
"chart_6557","6557","435","Other tangible fixed assets","expense","False","Outros ativos fixos tangíveis"
"chart_6561","6561","436","Goodwill","expense","False","Goodwill"
"chart_6562","6562","437","Development projects","expense","False","Projetos de desenvolvimento"
"chart_6563","6563","438","Computer programs","expense","False","Programas de computador"
"chart_6564","6564","439","Industrial property","expense","False","Propriedade industrial"
"chart_6565","6565","440","Other intangible assets","expense","False","Outros ativos intangíveis"
"chart_6571","6571","441","Financial investments ongoing","expense","False","Investimentos financeiros em curso"
"chart_6572","6572","442","Investment properties in progress","expense","False","Propriedades de investimento em curso"
"chart_6573","6573","443","Tangible fixed assets ongoing","expense","False","Ativos fixos tangíveis em curso"
"chart_6574","6574","444","Intangible assets ongoing","expense","False","Ativos intangíveis em curso"
"chart_65751","65751","445","Financial investments ongoing","expense","False","Investimentos financeiros em curso"
"chart_65752","65752","446","Investment properties in progress","expense","False","Propriedades de investimento em curso"
"chart_65753","65753","447","Tangible fixed assets ongoing","expense","False","Ativos fixos tangíveis em curso"
"chart_65754","65754","448","Intangible assets ongoing","expense","False","Ativos intangíveis em curso"
"chart_6581","6581","449","Financial investments","expense","False","Investimentos Financeiros"
"chart_6582","6582","450","Investment properties","expense","False","Propriedades de investimento"
"chart_6583","6583","451","Tangible fixed assets","expense","False","Ativos fixos tangíveis"
"chart_6584","6584","452","Intangible assets","expense","False","Ativos intangíveis"
"chart_6585","6585","453","Others","expense","False","Outros"
"chart_661","661","454","In financial instruments","expense","False","Em instrumentos financeiros"
"chart_6621","6621","455","Capital Participations","expense","False","Participações de capital"
"chart_6622","6622","456","Other financial investments","expense","False","Outros investimentos financeiros"
"chart_6631","6631","457","Land and natural resources","expense","False","Terrenos e recursos naturais"
"chart_6632","6632","458","Buildings and other constructions","expense","False","Edifícios e outras construções"
"chart_6633","6633","459","Other investment properties","expense","False","Outras propriedades de investimento"
"chart_6634","6634","460","Investment properties in progress","expense","False","Propriedades de investimento em curso"
"chart_6641","6641","461","Consumables","expense","False","Consumíveis"
"chart_6642","6642","462","Of production","expense","False","De produção"
"chart_671","671","463","Taxes","expense","False","Impostos"
"chart_672","672","464","Guarantees to customers","expense","False","Garantias a clientes"
"chart_673","673","465","Ongoing judicial proceedings","expense","False","Processos judiciais em curso"
"chart_674","674","466","Accidents at work and professional diseases","expense","False","Acidentes no trabalho e doenças profissionais"
"chart_675","675","467","Environmental materials","expense","False","Matérias ambientais"
"chart_676","676","468","Costly","expense","False","Contratos onerosos"
"chart_677","677","469","Restructuring","expense","False","Reestruturação"
"chart_678","678","470","Other provisions","expense","False","Outras provisões"
"chart_6811","6811","471","Direct taxes","expense","False","Impostos diretos"
"chart_6812","6812","472","Indirect taxes","expense","False","Impostos indiretos"
"chart_6813","6813","473","Rates","expense","False","Taxas"
"chart_682","682","474","Discounts granted","expense","False","Descontos de pronto pagamento concedidos"
"chart_683","683","475","Irrecoverable debts","expense","False","Dívidas incobráveis"
"chart_6841","6841","476","Sinister","expense","False","Sinistros"
"chart_6842","6842","477","Breakdown","expense","False","Quebras"
"chart_6848","6848","478","Other losses","expense","False","Outras perdas"
"chart_6851","6851","479","Damage","expense","False","Cobertura de prejuízos"
"chart_6852","6852","480","Application of the equity method","expense","False","Aplicação do método da equivalência patrimonial"
"chart_6853","6853","481","Alienations","expense","False","Alienações"
"chart_6858","6858","482","Other expenses","expense","False","Outros gastos"
"chart_6861","6861","483","Damage","expense","False","Cobertura de prejuízos"
"chart_6862","6862","484","Alienations","expense","False","Alienações"
"chart_6863","6863","485","Unfavorable exchange rate differences","expense","False","Diferenças de câmbio desfavoráveis"
"chart_6868","6868","486","Other expenses","expense","False","Outros gastos"
"chart_6871","6871","487","Alienations","expense","False","Alienações"
"chart_6872","6872","488","Sinister","expense","False","Sinistros"
"chart_6873","6873","489","Slaughter","expense","False","Abates"
"chart_6874","6874","490","Spending on investment properties","expense","False","Gastos em propriedades de investimento"
"chart_6878","6878","491","Other expenses","expense","False","Outros gastos"
"chart_6881","6881","492","Corrections related to previous periods","expense","False","Correções relativas a períodos anteriores"
"chart_6882","6882","493","Donations","expense","False","Doações"
"chart_6883","6883","494","Quotanizations","expense","False","Quotizações"
"chart_6884","6884","495","Inventory offers and samples","expense","False","Ofertas e amostras de inventários"
"chart_6885","6885","496","Tax estimation insufficiency","expense","False","Insuficiência da estimativa para impostos"
"chart_6886","6886","497","Losses in financial instruments","expense","False","Perdas em instrumentos financeiros"
"chart_6887","6887","498","Unfavorable exchange rate differences","expense","False","Diferenças de câmbio desfavoráveis"
"chart_6888","6888","499","Others not specified","expense","False","Outros não especificados"
"chart_6911","6911","500","Interest of financing obtained","expense","False","Juros de financiamentos obtidos"
"chart_6918","6918","501","Other interest","expense","False","Outros juros"
"chart_6921","6921","502","Relating to financing obtained","expense","False","Relativas a financiamentos obtidos"
"chart_6928","6928","503","Others","expense","False","Outros"
"chart_6981","6981","504","Relating to financing obtained","expense","False","Relativas a financiamentos obtidos"
"chart_6988","6988","505","Others","expense","False","Outros"
"chart_711","711","506","Goods","income","False","Mercadorias"
"chart_712","712","507","Finished and intermediate products","income","False","Produtos acabados e intermédios"
"chart_713","713","508","Byproducts, waste, residues and refuses","income","False","Subprodutos, desperdícios, resíduos e refugos"
"chart_714","714","509","Biological assets","income","False","Ativos biológicos"
"chart_716","716","510","VAT of tax sales included","income","False","IVA das vendas com imposto incluído"
"chart_717","717","511","Sales returns","income","False","Devoluções de vendas"
"chart_718","718","512","Sales discounts and slaughter","income","False","Descontos e abatimentos em vendas"
"chart_721","721","513","Service to","income","False","Serviço A"
"chart_722","722","514","Service b","income","False","Serviço B"
"chart_723","723","515","Other services","income","False","Outros serviços"
"chart_725","725","516","Secondary services","income","False","Serviços secundários"
"chart_726","726","517","VAT of services with tax included","income","False","IVA dos serviços com imposto incluído"
"chart_728","728","518","Discounts and rebates","income","False","Descontos e abatimentos"
"chart_731","731","519","Finished and intermediate products","income","False","Produtos acabados e intermédios"
"chart_732","732","520","Byproducts, waste, residues and refuses","income","False","Subprodutos, desperdícios, resíduos e refugos"
"chart_733","733","521","Products and work in progress","income","False","Produtos e trabalhos em curso"
"chart_734","734","522","Biological assets","income","False","Ativos biológicos"
"chart_741","741","523","Tangible fixed assets","income","False","Ativos fixos tangíveis"
"chart_742","742","524","Intangible assets","income","False","Ativos intangíveis"
"chart_743","743","525","Investment properties","income","False","Propriedades de investimento"
"chart_744","744","526","Active for deferred spending","income","False","Ativos por gastos diferidos"
"chart_751","751","527","Subsidies of public entities","income","False","Subsídios das entidades públicas"
"chart_752","752","528","Subsidies of other entities","income","False","Subsídios de outras entidades"
"chart_76111","76111","529","Land and natural resources","income","False","Terrenos e recursos naturais"
"chart_76112","76112","530","Buildings and other constructions","income","False","Edifícios e outras construções"
"chart_76113","76113","531","Other investment properties","income","False","Outras propriedades de investimento"
"chart_76121","76121","532","Land and natural resources","income","False","Terrenos e recursos naturais"
"chart_76122","76122","533","Buildings and other constructions","income","False","Edifícios e outras construções"
"chart_76123","76123","534","Basic equipment","income","False","Equipamento básico"
"chart_76124","76124","535","Transport equipment","income","False","Equipamento de transporte"
"chart_76125","76125","536","Office equipment","income","False","Equipamento administrativo"
"chart_76126","76126","537","Biological equipment","income","False","Equipamentos biológicos"
"chart_76127","76127","538","Other tangible fixed assets","income","False","Outros ativos fixos tangíveis"
"chart_76131","76131","539","Goodwill","income","False","Goodwill"
"chart_76132","76132","540","Development projects","income","False","Projetos de desenvolvimento"
"chart_76133","76133","541","Computer programs","income","False","Programas de computador"
"chart_76134","76134","542","Industrial property","income","False","Propriedade industrial"
"chart_76135","76135","543","Other intangible assets","income","False","Outros ativos intangíveis"
"chart_76141","76141","544","Consumables","income","False","Consumíveis"
"chart_76142","76142","545","Of production","income","False","De produção"
"chart_76151","76151","546","Goodwill","income","False","Goodwill"
"chart_76211","76211","547","Customers","income","False","Clientes"
"chart_76212","76212","548","Other debtors","income","False","Outros devedores"
"chart_76221","76221","549","Goods","income","False","Mercadorias"
"chart_76222","76222","550","Raw materials, subsidiaries and consumption","income","False","Matérias-primas, subsidiárias e de consumo"
"chart_76223","76223","551","Finished and intermediate products","income","False","Produtos acabados e intermédios"
"chart_76224","76224","552","Byproducts, waste, residues and refuses","income","False","Subprodutos, desperdícios, resíduos e refugos"
"chart_76225","76225","553","Products and work in progress","income","False","Produtos e trabalhos em curso"
"chart_76226","76226","554","Consumable biological assets","income","False","Ativos biológicos consumíveis"
"chart_76227","76227","555","Biological production assets","income","False","Ativos biológicos de produção"
"chart_76231","76231","556","Capital Participations","income","False","Participações de capital"
"chart_76232","76232","557","Loans granted","income","False","Empréstimos concedidos"
"chart_76233","76233","558","Other financial investments","income","False","Outros investimentos financeiros"
"chart_76241","76241","559","Land and natural resources","income","False","Terrenos e recursos naturais"
"chart_76242","76242","560","Buildings and other constructions","income","False","Edifícios e outras construções"
"chart_76243","76243","561","Other investment properties","income","False","Outras propriedades de investimento"
"chart_76251","76251","562","Land and natural resources","income","False","Terrenos e recursos naturais"
"chart_76252","76252","563","Buildings and other constructions","income","False","Edifícios e outras construções"
"chart_76253","76253","564","Basic equipment","income","False","Equipamento básico"
"chart_76254","76254","565","Transport equipment","income","False","Equipamento de transporte"
"chart_76255","76255","566","Office equipment","income","False","Equipamento administrativo"
"chart_76256","76256","567","Biological equipment","income","False","Equipamentos biológicos"
"chart_76257","76257","568","Other tangible fixed assets","income","False","Outros ativos fixos tangíveis"
"chart_76261","76261","569","Development projects","income","False","Projetos de desenvolvimento"
"chart_726262","726262","570","Computer programs","income","False","Programas de computador"
"chart_76263","76263","571","Industrial property","income","False","Propriedade industrial"
"chart_76264","76264","572","Other intangible assets","income","False","Outros ativos intangíveis"
"chart_76271","76271","573","Financial investments ongoing","income","False","Investimentos financeiros em curso"
"chart_76272","76272","574","Investment properties in progress","income","False","Propriedades de investimento em curso"
"chart_76273","76273","575","Tangible fixed assets ongoing","income","False","Ativos fixos tangíveis em curso"
"chart_76274","76274","576","Intangible assets ongoing","income","False","Ativos intangíveis em curso"
"chart_762751","762751","577","Financial investments ongoing","income","False","Investimentos financeiros em curso"
"chart_762752","762752","578","Investment properties in progress","income","False","Propriedades de investimento em curso"
"chart_762753","762753","579","Tangible fixed assets ongoing","income","False","Ativos fixos tangíveis em curso"
"chart_762754","762754","580","Intangible assets ongoing","income","False","Ativos intangíveis em curso"
"chart_76281","76281","581","Financial investments","income","False","Investimentos Financeiros"
"chart_76282","76282","582","Investment properties","income","False","Propriedades de investimento"
"chart_76283","76283","583","Tangible fixed assets","income","False","Ativos fixos tangíveis"
"chart_76284","76284","584","Intangible assets","income","False","Ativos intangíveis"
"chart_76285","76285","585","Others","income","False","Outros"
"chart_7631","7631","586","Taxes","income","False","Impostos"
"chart_7632","7632","587","Guarantees to customers","income","False","Garantias a clientes"
"chart_7633","7633","588","Ongoing judicial proceedings","income","False","Processos judiciais em curso"
"chart_7634","7634","589","Accidents at work and professional diseases","income","False","Acidentes no trabalho e doenças profissionais"
"chart_7635","7635","590","Environmental materials","income","False","Matérias ambientais"
"chart_7636","7636","591","Costly","income","False","Contratos onerosos"
"chart_7637","7637","592","Restructuring","income","False","Reestruturação"
"chart_7638","7638","593","Other provisions","income","False","Outras provisões"
"chart_771","771","594","In financial instruments","income","False","Em instrumentos financeiros"
"chart_7721","7721","595","Capital Participations","income","False","Participações de capital"
"chart_7722","7722","596","Other financial investments","income","False","Outros investimentos financeiros"
"chart_7731","7731","597","Land and natural resources","income","False","Terrenos e recursos naturais"
"chart_7732","7732","598","Buildings and other constructions","income","False","Edifícios e outras construções"
"chart_7733","7733","599","Other investment properties","income","False","Outras propriedades de investimento"
"chart_7734","7734","600","Investment properties in progress","income","False","Propriedades de investimento em curso"
"chart_7741","7741","601","Consumables","income","False","Consumíveis"
"chart_7742","7742","602","Of production","income","False","De produção"
"chart_7811","7811","603","Social services","income","False","Serviços sociais"
"chart_7812","7812","604","Equipment rental","income","False","Aluguer de equipamento"
"chart_7813","7813","605","Studies, projects and technological assistance","income","False","Estudos, projetos e assistência tecnológica"
"chart_7814","7814","606","Royalties","income","False","Royalties"
"chart_7815","7815","607","Performance of social positions in other companies","income","False","Desempenho de cargos sociais noutras empresas"
"chart_7816","7816","608","Other supplementary income","income","False","Outros rendimentos suplementares"
"chart_782","782","609","Discounts obtained","income","False","Descontos de pronto pagamento obtidos"
"chart_783","783","610","Debt recovery receivable","income","False","Recuperação de dívidas a receber"
"chart_7841","7841","611","Sinister","income","False","Sinistros"
"chart_7842","7842","612","Leftover","income","False","Sobras"
"chart_7848","7848","613","Other gains","income","False","Outros ganhos"
"chart_7851","7851","614","Application of the equity method","income","False","Aplicação do método da equivalência patrimonial"
"chart_7852","7852","615","Alienations","income","False","Alienações"
"chart_7858","7858","616","Other income","income","False","Outros rendimentos"
"chart_7861","7861","617","Favorable exchange rate differences","income","False","Diferenças de câmbio favoráveis"
"chart_7862","7862","618","Alienations","income","False","Alienações"
"chart_7868","7868","619","Other income","income","False","Outros rendimentos"
"chart_7871","7871","620","Alienations","income","False","Alienações"
"chart_7872","7872","621","Sinister","income","False","Sinistros"
"chart_7873","7873","622","Income and other income in investment properties","income","False","Rendas e outros rendimentos em propriedades de investimento"
"chart_7878","7878","623","Other income","income","False","Outros rendimentos"
"chart_7881","7881","624","Corrections related to previous periods","income","False","Correções relativas a períodos anteriores"
"chart_7882","7882","625","Excessive estimate for taxes","income","False","Excesso da estimativa para impostos"
"chart_7883","7883","626","Imputation of subsidies for investments","income","False","Imputação de subsídios para investimentos"
"chart_7884","7884","627","Gains in other financial instruments","income","False","Ganhos em outros instrumentos financeiros"
"chart_7885","7885","628","Tax Refund","income","False","Restituição de impostos"
"chart_7887","7887","629","Favorable exchange rate differences","income","False","Diferenças de câmbio favoráveis"
"chart_7888","7888","630","Others not specified","income","False","Outros não especificados"
"chart_7911","7911","631","Deposits","income","False","De depósitos"
"chart_7912","7912","632","Other applications of net financial means","income","False","De outras aplicações de meios financeiros líquidos"
"chart_7913","7913","633","Financing granted to associates and joint enterprises","income","False","De financiamentos concedidos a associadas e empreendimentos conjuntos"
"chart_7914","7914","634","Of financing granted to subsidiaries","income","False","De financiamentos concedidos a subsidiárias"
"chart_7915","7915","635","Of financing obtained","income","False","De financiamentos obtidos"
"chart_7918","7918","636","Other financing granted","income","False","De outros financiamentos concedidos"
"chart_7921","7921","637","Of applications of net financial means","income","False","De aplicações de meios financeiros líquidos"
"chart_7922","7922","638","Of associates and joint enterprises","income","False","De associadas e empreendimentos conjuntos"
"chart_7923","7923","639","Of subsidiaries","income","False","Matérias subsidiárias"
"chart_7928","7928","640","Others","income","False","Outros"
"chart_793","793","641","Favorable exchange rate differences","income","False","Diferenças de câmbio favoráveis"
"chart_798","798","642","Other similar income","income","False","Outros rendimentos similares"
"chart_811","811","643","Result before taxes","liability_current","False","Resultado antes de impostos"
"chart_8121","8121","644","Estimated tax for the period","liability_current","False","Imposto estimado para o período"
"chart_8122","8122","645","Deferred tax","liability_current","False","Imposto diferido"
"chart_818","818","646","Net income","equity_unaffected","False","Resultado líquido"
"chart_89","89","647","Early dividends","equity","False","Dividendos antecipados"
