"id","name","code","account_type","reconcile","name@fr"
"pcg_2837","Depreciation of industrial, agricultural and commercial buildings under concession","2837","asset_fixed","False","Amortissement des bâtiments industriels, agricoles et commerciaux sous concession"
"pcg_2838","Depreciation of other fixtures and fittings","2838","asset_fixed","False","Amortissement des autres installations et équipements"
"pcg_2841","Depreciation of industrial and commercial equipment and tools","2841","asset_fixed","False","Amortissement des équipements et outils industriels et commerciaux"
"pcg_2842","Depreciation of agricultural equipment and tools","2842","asset_fixed","False","Amortissement des terres agricoles et forestières"
"pcg_2843","Depreciation of recoverable and identifiable packaging material","2843","asset_fixed","False","Amortissement du matériel d'emballage récupérable et identifiable"
"pcg_2844","Depreciation of equipment and furniture","2844","asset_fixed","False","Amortissement des équipements et du mobilier"
"pcg_2845","Depreciation of transport equipment","2845","asset_fixed","False","Amortissement du matériel de transport"
"pcg_2846","Depreciation of biological assets","2846","asset_fixed","False","Dépréciation des actifs biologiques"
"pcg_2847","Amortization of fixtures, fittings, equipment and biological assets","2847","asset_fixed","False","Amortissement des agencements, agencements, équipements et actifs biologiques"
"pcg_2848","Depreciation of other equipment","2848","asset_fixed","False","Amortissement des autres équipements"
"pcg_2911","Impairment of development costs","2911","asset_fixed","False","Dépréciation des frais de développement"
"pcg_2912","Impairment of patents, licenses, concessions and similar rights","2912","asset_fixed","False","Atteinte à des brevets, licences, concessions et droits similaires"
"pcg_2913","Impairment of software and websites","2913","asset_fixed","False","Dépréciation de logiciels et de sites Web"
"pcg_2914","Impairment of brands","2914","asset_fixed","False","Dépréciation de marques"
"pcg_2915","Impairment of goodwill","2915","asset_fixed","False","Dépréciation de l'écart d'acquisition"
"pcg_2916","Impairment of leasehold rights","2916","asset_fixed","False","Dépréciation des droits de location"
"pcg_2917","Impairment of start-up investments","2917","asset_fixed","False","Dépréciation des investissements de démarrage"
"pcg_2918","Impairment of other intangible rights and assets","2918","asset_fixed","False","Dépréciation d'autres droits et actifs incorporels"
"pcg_2919","Impairment of intangible assets in progress","2919","asset_fixed","False","Dépréciation des immobilisations incorporelles en cours"
"pcg_2921","Depreciation of agricultural and forestry land","2921","asset_fixed","False","Amortissement des terres agricoles et forestières"
"pcg_2922","Depreciation of bare land","2922","asset_fixed","False","Amortissement des terrains nus"
"pcg_2923","Impairment of built-up land","2923","asset_fixed","False","Dépréciation des terrains bâtis"
"pcg_2924","Depreciation of land reclamation work","2924","asset_fixed","False","Amortissement des travaux de remise en état des terres"
"pcg_2925","Depreciation of quarry land","2925","asset_fixed","False","Amortissement du terrain de la carrière"
"pcg_2926","Impairment of developed land","2926","asset_fixed","False","Dépréciation des terrains bâtis"
"pcg_2927","Impairment of land under concession","2927","asset_fixed","False","Dépréciation des terrains en concession"
"pcg_2928","Impairment of other land","2928","asset_fixed","False","Dépréciation d'autres terrains"
"pcg_2929","Impairment of land in progress","2929","asset_fixed","False","Dépréciation des terrains en cours"
"pcg_2931","Depreciation of industrial, agricultural, administrative and commercial buildings on own land","2931","asset_fixed","False","Amortissement des bâtiments industriels, agricoles, administratifs et commerciaux sur un terrain propre"
"pcg_2932","Depreciation of industrial, agricultural, administrative and commercial buildings on third-party land","2932","asset_fixed","False","Amortissement des bâtiments industriels, agricoles, administratifs et commerciaux sur des terrains appartenant à des tiers"
"pcg_2933","Impairment of infrastructure works","2933","asset_fixed","False","Dépréciation des travaux d'infrastructure"
"pcg_2934","Impairment of fixtures and fittings","2934","asset_fixed","False","Dépréciation des agencements et agencements"
"pcg_2935","Impairment of office fittings","2935","asset_fixed","False","Dépréciation des agencements de bureaux"
"pcg_2937","Depreciation of industrial, agricultural and commercial buildings under concession","2937","asset_fixed","False","Amortissement des bâtiments industriels, agricoles et commerciaux sous concession"
"pcg_2938","Impairment of other fixtures and fittings","2938","asset_fixed","False","Dépréciation d'autres agencements et installations"
"pcg_2939","Depreciation of buildings and installations in progress","2939","asset_fixed","False","Amortissement des bâtiments et installations en cours"
"pcg_2941","Impairment of industrial and commercial equipment and tooling","2941","asset_fixed","False","Dépréciation des équipements et de l'outillage industriels et commerciaux"
"pcg_2942","Depreciation of agricultural machinery and equipment","2942","asset_fixed","False","Amortissement des machines et équipements agricoles"
"pcg_2943","Depreciation of recoverable and identifiable packaging material","2943","asset_fixed","False","Amortissement du matériel d'emballage récupérable et identifiable"
"pcg_2944","Depreciation of equipment and furniture","2944","asset_fixed","False","Amortissement des équipements et du mobilier"
"pcg_2945","Depreciation of transport equipment","2945","asset_fixed","False","Amortissement du matériel de transport"
"pcg_2946","Impairment of biological assets","2946","asset_fixed","False","Dépréciation des actifs biologiques"
"pcg_2947","Impairment of fixtures, fittings, equipment and biological assets","2947","asset_fixed","False","Dépréciation des agencements, agencements, équipements et actifs biologiques"
"pcg_2948","Impairment of other equipment","2948","asset_fixed","False","Dépréciation d'autres équipements"
"pcg_2949","Impairment of equipment in progress","2949","asset_fixed","False","Dépréciation des équipements en cours"
"pcg_2951","Impairment of advances paid on intangible assets","2951","asset_fixed","False","Dépréciation des avances versées sur immobilisations incorporelles"
"pcg_2952","Impairment of advances paid on property, plant and equipment","2952","asset_fixed","False","Dépréciation des avances versées sur immobilisations corporelles"
"pcg_2961","Impairment of investments in exclusively controlled entities","2961","asset_fixed","False","Dépréciation des investissements dans les entités contrôlées exclusivement"
"pcg_2962","Impairment of investments in jointly controlled entities","2962","asset_fixed","False","Dépréciation des investissements dans les entités contrôlées conjointement"
"pcg_2963","Impairment of investments in entities over which significant influence is exercised","2963","asset_fixed","False","Dépréciation des investissements dans des entités sur lesquelles une influence significative est exercée"
"pcg_2965","Impairment of investments in professional bodies","2965","asset_fixed","False","Dépréciation des investissements dans les organismes professionnels"
"pcg_2966","Impairment of shares in EIGs","2966","asset_fixed","False","Dépréciation des parts de GIE"
"pcg_2968","Impairment of other investments","2968","asset_fixed","False","Dépréciation des autres investissements"
"pcg_2971","Impairment of loans and receivables","2971","asset_fixed","False","Dépréciation des prêts et créances"
"pcg_2972","Impairment of employee loans","2972","asset_fixed","False","Dépréciation des prêts aux employés"
"pcg_2973","Impairment of receivables from the State","2973","asset_fixed","False","Dépréciation des créances sur l'Etat"
"pcg_2974","Impairment of fixed assets","2974","asset_fixed","False","Dépréciation des immobilisations"
"pcg_2975","Impairment of deposits and guarantees paid","2975","asset_fixed","False","Dépréciation des dépôts et cautionnements versés"
"pcg_2977","Impairment of receivables from equity investments and advances to EIGs","2977","asset_fixed","False","Dépréciation des créances rattachées à des participations et avances aux GIE"
"pcg_2978","Impairment of miscellaneous financial receivables","2978","asset_fixed","False","Dépréciation des créances financières diverses"
"pcg_3111","Goods A1","3111","asset_current","False","Biens A1"
"pcg_3112","Goods A2","3112","asset_current","False","Marchandises A2"
"pcg_3121","Goods B1","3121","asset_current","False","Marchandises B1"
"pcg_3122","Goods B2","3122","asset_current","False","Biens B2"
"pcg_3131","Biological assets: Animals","3131","asset_current","False","Actifs biologiques : Animaux"
"pcg_3132","Biological assets: Plants","3132","asset_current","False","Actifs biologiques : Plantes"
"pcg_318","Goods excluding ordinary activities (e.o.a.)","318","asset_current","False","Biens hors activités ordinaires (h.a.o)"
"pcg_321","Materials a","321","asset_current","False","Matériaux a"
"pcg_322","Materials b","322","asset_current","False","Matériaux b"
"pcg_323","Supplies (a,b)","323","asset_current","False","FOURNITURES (A,B)"
"pcg_331","Consumable materials","331","asset_current","False","Matières consommables"
"pcg_332","Workshop and factory supplies","332","asset_current","False","Fournitures d'atelier et d'usine"
"pcg_333","Store supplies","333","asset_current","False","Fournitures de magasin"
"pcg_334","Office supplies","334","asset_current","False","Fournitures de bureau"
"pcg_3351","Lost packaging","3351","asset_current","False","Emballage perdu"
"pcg_3352","Unidentifiable recoverable packaging","3352","asset_current","False","Emballage récupérable non identifiable"
"pcg_3353","Mixed use packaging","3353","asset_current","False","Emballage à usage mixte"
"pcg_3358","Other packaging","3358","asset_current","False","Autres emballages"
"pcg_338","Other materials","338","asset_current","False","Autres matériaux"
"pcg_3411","Products in progress P1","3411","asset_current","False","Produits en cours P1"
"pcg_3412","Products in progress P2","3412","asset_current","False","Produits en cours P2"
"pcg_3421","Work in progress T1","3421","asset_current","False","Travaux en cours T1"
"pcg_3422","Work in progress T2","3422","asset_current","False","Travaux en cours T2"
"pcg_3431","Intermediate products A","3431","asset_current","False","Produits intermédiaires A"
"pcg_3432","Intermediate products B","3432","asset_current","False","Produits intermédiaires B"
"pcg_3441","Residual products A","3441","asset_current","False","Produits résiduels A"
"pcg_3442","Residual products B","3442","asset_current","False","Produits résiduels B"
"pcg_3451","Current biological assets: Animals","3451","asset_current","False","Actifs biologiques courants : Animaux"
"pcg_3452","Current biological assets: Plants","3452","asset_current","False","Actifs biologiques courants : Plantes"
"pcg_3511","Studies in progress E1","3511","asset_current","False","Études en cours E1"
"pcg_3512","Studies in progress E2","3512","asset_current","False","Études en cours E2"
"pcg_3521","Services provided S1","3521","asset_current","False","Services fournis S1"
"pcg_3522","Services provided S2","3522","asset_current","False","Services fournis S2"
"pcg_361","Finished products a","361","asset_current","False","Produits finis a"
"pcg_362","Finished products b","362","asset_current","False","Produits finis b"
"pcg_3631","Finished products: Animals","3631","asset_current","False","Produits finis : Animaux"
"pcg_3632","Finished products: Plants","3632","asset_current","False","Produits finis : Plantes"
"pcg_3638","Other inventories (related activities)","3638","asset_current","False","Autres stocks (activités connexes)"
"pcg_3711","Intermediate products A","3711","asset_current","False","Produits intermédiaires A"
"pcg_3712","Intermediate products B","3712","asset_current","False","Produits intermédiaires B"
"pcg_3721","Residual products: Waste","3721","asset_current","False","Produits résiduels : Déchets"
"pcg_3722","Residual products: Scrap","3722","asset_current","False","Produits résiduels : Ferraille"
"pcg_3723","Residual products: Recovery materials","3723","asset_current","False","Produits résiduels : Matériaux de récupération"
"pcg_3731","Residual products: Animals","3731","asset_current","False","Produits résiduels : Animaux"
"pcg_3732","Residual products: Plants","3732","asset_current","False","Produits résiduels : Plantes"
"pcg_3738","Other inventories (related activities)","3738","asset_current","False","Autres stocks (activités connexes)"
"pcg_381","Goods in transit","381","asset_current","False","Marchandises en transit"
"pcg_382","Raw materials and supplies related along the way","382","asset_current","False","Les matières premières et fournitures liées en cours de route"
"pcg_383","Other supplies en route","383","asset_current","False","Autres fournitures en cours de route"
"pcg_386","Finished products on the way","386","asset_current","False","Des produits finis en route"
"pcg_3871","Consignment stock","3871","asset_current","False","Stock en consignation"
"pcg_3872","Stock on deposit","3872","asset_current","False","Stock en dépôt"
"pcg_388","Stock from retired or scrapped assets","388","asset_current","False","Stock provenant d'actifs mis hors service ou mis au rebut"
"pcg_391","Depreciation of inventories of goods","391","asset_current","False","Dépréciation des stocks de marchandises"
"pcg_392","Depreciation of raw materials and related supplies","392","asset_current","False","L'amortissement des matières premières et des fournitures connexes"
"pcg_393","Write-downs on inventories of other goods","393","asset_current","False","Réductions de valeur sur les stocks d'autres biens"
"pcg_394","Depreciation of work in progress","394","asset_current","False","L'amortissement des travaux en cours"
"pcg_395","Impairment of services in progress","395","asset_current","False","dépréciation des prestations en cours"
"pcg_396","Impairment of finished goods inventory","396","asset_current","False","Dépréciation du stock de produits finis"
"pcg_397","Depreciation of inventories of intermediate and residual products","397","asset_current","False","Dépréciation des stocks de produits intermédiaires et résiduels"
"pcg_398","Depreciation of stocks in transit, on consignment or on deposit","398","asset_current","False","La dépréciation des stocks en transit, en consignation ou en dépôt"
"pcg_4011","Suppliers","4011","liability_payable","True","Fournisseurs"
"pcg_4012","Suppliers, Group","4012","liability_payable","True","Fournisseurs, Groupe"
"pcg_4013","Subcontractors","4013","liability_payable","True","Sous-traitants"
"pcg_4016","Suppliers, retention of title","4016","liability_payable","True","Fournisseurs, réserve de propriété"
"pcg_4017","Suppliers, holdbacks","4017","liability_payable","True","Fournisseurs, retenues"
"pcg_4021","Suppliers, Notes Payable","4021","liability_payable","True","Fournisseurs, effets à payer"
"pcg_4022","Suppliers - Group, Notes payable","4022","liability_payable","True","Fournisseurs - Groupe, effets à payer"
"pcg_4023","Subcontractors, Notes payable","4023","liability_payable","True","Sous-traitants, effets à payer"
"pcg_4041","Accounts payable, intangible assets","4041","liability_payable","True","Comptes créditeurs, immobilisations incorporelles"
"pcg_4042","Accounts payable, fixed assets","4042","liability_payable","True","Comptes fournisseurs, immobilisations"
"pcg_4046","Accounts payable notes payable, intangible assets","4046","liability_payable","True","Comptes créditeurs effets à payer, immobilisations incorporelles"
"pcg_4047","Accounts payable notes payable, property, plant and equipment","4047","liability_payable","True","Comptes créditeurs effets à payer, immobilisations corporelles"
"pcg_4081","Suppliers","4081","liability_payable","True","Fournisseurs"
"pcg_4082","Suppliers - Group","4082","liability_payable","True","Fournisseurs - Groupe"
"pcg_4083","Subcontractors","4083","liability_payable","True","Sous-traitants"
"pcg_4086","Suppliers, accrued interest","4086","liability_payable","True","Fournisseurs, intérêts courus"
"pcg_4091","Suppliers advances and deposits paid","4091","asset_current","False","Avances et acomptes versés par les fournisseurs"
"pcg_4092","Suppliers - Advance payments group","4092","asset_current","False","Fournisseurs - Groupe des paiements anticipés"
"pcg_4093","Suppliers and subcontractors Advances and deposits paid","4093","asset_current","False","Fournisseurs et sous-traitants Avances et acomptes versés"
"pcg_4094","Suppliers receivables for packaging and materials to be returned","4094","asset_current","False","Créances des fournisseurs pour les emballages et les matériaux à retourner"
"pcg_4098","Suppliers, discounts, rebates and other credits to be obtained","4098","asset_current","False","Fournisseurs, remises, rabais et autres crédits à obtenir"
"pcg_4111","Customers","4111","asset_receivable","True","Clients"
"pcg_4112","Clients - Group","4112","asset_receivable","True","Clients - Groupe"
"pcg_4113","Clients (PoS)","4113","asset_receivable","True","Clients (PoS)"
"pcg_4114","Clients, government and public authorities","4114","asset_receivable","True","Clients, gouvernements et autorités publiques"
"pcg_4115","Clients, international organizations","4115","asset_receivable","True","Clients, organisations internationales"
"pcg_4116","Customers, reservation of ownership","4116","asset_receivable","True","Clients, réserve de propriété"
"pcg_4117","Customers, holdbacks","4117","asset_receivable","True","Clients, retenues"
"pcg_4118","Customers, Value Added Tax (VAT) rebate","4118","asset_receivable","True","Clients, Remboursement de la taxe sur la valeur ajoutée (TVA)"
"pcg_4121","Accounts receivable, Notes receivable","4121","asset_receivable","True","Comptes débiteurs, Effets à recevoir"
"pcg_4122","Customers - Group, Notes receivable","4122","asset_receivable","True","Clients - Groupe, Notes à recevoir"
"pcg_4124","Government and public authorities, Notes receivable","4124","asset_receivable","True","Gouvernement et autorités publiques, Notes à recevoir"
"pcg_4125","International Organizations, Notes Receivable","4125","asset_receivable","True","Organisations internationales, Effets à recevoir"
"pcg_4131","Customers, unpaid checks","4131","asset_receivable","True","Clients, chèques impayés"
"pcg_4132","Customers, Unpaid items","4132","asset_receivable","True","Clients, Articles non payés"
"pcg_4133","Customers, unpaid credit cards","4133","asset_receivable","True","Clients, cartes de crédit impayées"
"pcg_4138","Customers, other unpaid items","4138","asset_receivable","True","Clients, autres articles non payés"
"pcg_4141","Accounts receivable, intangible assets","4141","asset_receivable","True","Débiteurs, immobilisations incorporelles"
"pcg_4142","Accounts receivable, property, plant and equipment","4142","asset_receivable","True","Débiteurs, immobilisations corporelles"
"pcg_4146","Notes receivable, intangible assets","4146","asset_receivable","True","Effets à recevoir, actifs incorporels"
"pcg_4147","Notes receivable, property, plant and equipment","4147","asset_receivable","True","Effets à recevoir, immobilisations corporelles"
"pcg_415","Customers, unpaid discounted bills","415","asset_receivable","True","Clients, factures impayées et escomptées"
"pcg_4161","Litigated claims","4161","asset_receivable","True","Réclamations litigieuses"
"pcg_4162","Bad debts","4162","asset_receivable","True","Mauvaises dettes"
"pcg_4181","Clients, invoices to be issued","4181","asset_receivable","True","Clients, factures à émettre"
"pcg_4186","Customers, accrued interest","4186","asset_receivable","True","Clients, intérêts courus"
"pcg_4191","Customers, advances and deposits received","4191","liability_current","False","Clients, avances et dépôts reçus"
"pcg_4192","Customers - Group, advances and deposits received","4192","liability_current","False","Clients - Groupe, avances et dépôts reçus"
"pcg_4194","Trade receivables, payables for packaging and returnable materials","4194","liability_current","False","Créances commerciales, dettes pour emballages et matériaux consignés"
"pcg_4198","Customers, discounts, rebates and other credits to be granted","4198","liability_current","False","Clients, remises, rabais et autres crédits à accorder"
"pcg_4211","Personnel, advances","4211","asset_receivable","True","Personnel, avances"
"pcg_4212","Personnel, down payments","4212","asset_receivable","True","Personnel, acomptes"
"pcg_4213","Advanced fees and supplies to staff","4213","asset_receivable","True","Frais avancés et fournitures au personnel"
"pcg_422","Personnel, remuneration due","422","liability_current","False","Personnel, rémunération due"
"pcg_4231","Staff, objections","4231","liability_current","False","Personnel, objections"
"pcg_4232","Personnel, garnishments","4232","liability_current","False","Personnel, saisies-arrêts"
"pcg_4233","Personal, third party notice","4233","liability_current","False","Avis personnel, avis de tiers"
"pcg_4241","Medical assistance","4241","liability_current","False","Assistance médicale"
"pcg_4242","Family allowances","4242","liability_current","False","Allocations familiales"
"pcg_4245","Social organizations related to the entity","4245","liability_current","False","Organisations sociales liées à l'entité"
"pcg_4248","Other internal social works","4248","liability_current","False","Autres œuvres sociales internes"
"pcg_4251","Staff representatives","4251","liability_current","False","Représentants du personnel"
"pcg_4252","Trade Unions and Works Councils","4252","liability_current","False","Syndicats et comités d'entreprise"
"pcg_4258","Other staff representatives","4258","liability_current","False","Autres représentants du personnel"
"pcg_4261","Profit sharing","4261","liability_current","False","Participation aux bénéfices"
"pcg_4264","Participation in the capital","4264","liability_current","False","Participation au capital"
"pcg_427","Personnel - deposits","427","liability_current","False","Capital personnel"
"pcg_4281","Accrued vacation payables","4281","liability_current","False","Dettes de vacances à payer"
"pcg_4286","Other accrued expenses","4286","liability_current","False","Autres charges à payer"
"pcg_4287","Accrued income","4287","asset_receivable","True","Produits à recevoir"
"pcg_4311","Family benefits","4311","liability_current","False","Allocations familiales"
"pcg_4312","Workplace accidents","4312","liability_current","False","Accidents du travail"
"pcg_4313","Mandatory pension fund","4313","liability_current","False","Fonds de pension obligatoire"
"pcg_4314","Optional Pension Fund","4314","liability_current","False","Fonds de pension facultatif"
"pcg_4318","Other social contributions","4318","liability_current","False","Autres cotisations sociales"
"pcg_432","Supplementary pension funds","432","liability_current","False","Fonds de pension complémentaires"
"pcg_4331","Mutual Insurance","4331","liability_current","False","Assurance mutuelle"
"pcg_4332","Retirement Insurance","4332","liability_current","False","Assurance retraite"
"pcg_4333","Health insurances and organizations","4333","liability_current","False","Assurances et organismes de santé"
"pcg_4381","Social charges on bonuses to be paid","4381","liability_current","False","Charges sociales sur les bonus à payer"
"pcg_4382","Social charges on leave payable","4382","liability_current","False","Charges sociales sur les congés à payer"
"pcg_4386","Social charges on leave payable","4386","liability_current","False","Charges sociales sur les congés à payer"
"pcg_4387","Accrued income","4387","asset_receivable","True","Produits à recevoir"
"pcg_441","State, income tax","441","liability_current","False","État, impôt sur le revenu"
"pcg_4421","State taxes and fees","4421","liability_current","False","Taxes et redevances d'État"
"pcg_4422","Taxes for public authorities","4422","liability_current","False","Taxes pour les autorités publiques"
"pcg_4423","Taxes recoverable from bondholders","4423","liability_current","False","Taxes récupérables auprès des détenteurs d'obligations"
"pcg_4424","Taxes recoverable from associates","4424","liability_current","False","Taxes récupérables auprès des associés"
"pcg_4426","Customs duties","4426","liability_current","False","Droits de douane"
"pcg_4428","Other taxes","4428","liability_current","False","Autres taxes"
"pcg_4431","VAT invoiced on sales","4431","liability_current","False","T.V.A. facturés sur les ventes"
"pcg_4432","V.A.T. invoiced on services provided","4432","liability_current","False","T.V.A. facturé sur les services fournis"
"pcg_4433","V.A.T. charged on work","4433","liability_current","False","T.V.A. facturé sur le travail"
"pcg_4434","V.A.T. charged on self-delivered production","4434","liability_current","False","T.V.A. facturée sur la production livrée à domicile"
"pcg_4435","V.A.T. on invoices to be issued","4435","liability_current","False","T.V.A. sur les factures à émettre"
"pcg_4441","State, V.A.T. due","4441","liability_current","False","Etat, V.A.T. due"
"pcg_4445","State, V.A.T. rebate","4445","liability_current","False","Remboursement de l'État, de la T.V.A."
"pcg_4449","State, V.A.T. credit to be carried forward","4449","liability_current","False","Report du crédit d'impôt de l'État et de la TVA"
"pcg_4451","Recoverable VAT on fixed assets","4451","liability_current","False","TVA récupérable sur les immobilisations"
"pcg_4452","V.A.T. recoverable on purchases","4452","liability_current","False","T.V.A. recouvrable sur les achats"
"pcg_4453","V.A.T. recoverable on transport","4453","liability_current","False","T.V.A. récupérable sur le transport"
"pcg_4454","Recoverable VAT on external services and other expenses","4454","liability_current","False","TVA récupérable sur les services externes et autres dépenses"
"pcg_4455","V.A.T. recoverable on invoices not received","4455","liability_current","False","T.V.A. récupérable sur les factures non reçues"
"pcg_4456","V.A.T. transferred by other entities","4456","liability_current","False","T.V.A. transférés par d'autres entités"
"pcg_446","STATE, OTHER SALES TAXES","446","liability_current","False","ÉTAT, AUTRES TAXES DE VENTE"
"pcg_4471","General Income Tax","4471","liability_current","False","Impôt général sur le revenu"
"pcg_4472","Payroll taxes","4472","liability_current","False","Taxes sur les salaires"
"pcg_4473","National contribution","4473","liability_current","False","Contribution nationale"
"pcg_4474","National solidarity contribution","4474","liability_current","False","Contribution de solidarité nationale"
"pcg_4478","Other taxes and contributions","4478","liability_current","False","Autres taxes et contributions"
"pcg_4486","Accrued expenses","4486","liability_current","False","Dépenses accrues"
"pcg_4487","Accrued income","4487","liability_current","False","Produits à recevoir"
"pcg_4491","State, bonded bonds","4491","liability_current","False","État, cautionnement"
"pcg_4492","State, advances and down payments on taxes","4492","liability_current","False","Etat, avances et acomptes sur impôts"
"pcg_4493","State, endowment receivable","4493","liability_current","False","État, dotation à recevoir"
"pcg_4494","State, investment grants receivable","4494","liability_current","False","État, subventions d'investissement à recevoir"
"pcg_4495","State, operating grants receivable","4495","liability_current","False","État, subventions de fonctionnement à recevoir"
"pcg_4496","State, balancing grants receivable","4496","liability_current","False","Etat, subventions d'équilibre à recevoir"
"pcg_4497","State, advances on grants","4497","liability_current","False","État, avances sur subventions"
"pcg_4499","State, regulated fund provisioned","4499","liability_current","False","État, fonds réglementé provisionné"
"pcg_451","Operations with african organizations","451","liability_current","False","Opérations avec les organisations africaine"
"pcg_452","Operations with other international organizations","452","liability_current","False","Opérations avec d'autres organisations internationales"
"pcg_4581","International organizations, endowments receivable","4581","liability_current","False","Organisations internationales, dotations à recevoir"
"pcg_4582","International organizations, grants receivable","4582","liability_current","False","Organisations internationales, subventions à recevoir"
"pcg_4611","Contributors, contributions in kind","4611","liability_current","False","Contributeurs, contributions en nature"
"pcg_4612","Contributors, cash contributions","4612","liability_current","False","Contributeurs, contributions en espèces"
"pcg_4613","Contributors, called, unpaid capital","4613","liability_current","False","Apporteurs, appelés, capital non versé"
"pcg_4614","Contributors, contribution account, restructuring operations (merger...)","4614","liability_current","False","Cotisants, compte de cotisations, opérations de restructuration (fusion...)"
"pcg_4615","Contributors, payments received on capital increase","4615","liability_current","False","Apports, paiements reçus sur l'augmentation de capital"
"pcg_4616","Contributors, advance payments","4616","liability_current","False","Contributeurs, paiements anticipés"
"pcg_4617","Defaulting contributors","4617","liability_current","False","Contributeurs défaillants"
"pcg_4618","Contributors, securities to be exchanged","4618","liability_current","False","Apporteurs, titres à échanger"
"pcg_4619","Contributors, capital to be repaid","4619","liability_current","False","Apporteurs, capital à rembourser"
"pcg_4621","Partners, current accounts: Principal","4621","liability_current","False","Partenaires, comptes courants : Principal"
"pcg_4626","Partners, current accounts: Accrued interest","4626","liability_current","False","Partenaires, comptes courants : Intérêts courus"
"pcg_4631","Partners, joint operations and management: Current operations","4631","liability_current","False","Partenaires, opérations conjointes et gestion : Opérations en cours"
"pcg_4636","Partners, joint ventures and joint management: Accrued interest","4636","liability_current","False","Partenaires, coentreprises et gestion conjointe : Intérêts courus"
"pcg_465","Associates, dividends to be paid","465","liability_current","False",""
"pcg_466","Group, current accounts","466","liability_current","False","Groupe, comptes courants"
"pcg_467","Outstanding contributions on called capital","467","liability_current","False","Les contributions en suspens sur le capital appelé"
"pcg_469","Entity, dividends receivable","469","liability_current","False","Entité, dividendes à recevoir"
"pcg_4711","Miscellaneous debtors","4711","liability_current","False","Débiteurs divers"
"pcg_4712","Miscellaneous creditors","4712","liability_current","False","Créanciers divers"
"pcg_4713","Debtors and other creditors: Bonds","4713","liability_current","False","Débiteurs et autres créanciers : Obligations"
"pcg_4715","Remuneration of non-member directors","4715","liability_current","False","Rémunération des administrateurs non membres"
"pcg_4716","Factoring and securitization account","4716","liability_current","False","Compte d'affacturage et de titrisation"
"pcg_4717","Miscellaneous receivables - holdbacks","4717","liability_current","False","Créances diverses - retenues"
"pcg_4718","Contribution, merger account and similar transactions","4718","liability_current","False","Compte d'apport, compte de fusion et opérations similaires"
"pcg_4719","Stock and bond warrants","4719","liability_current","False","Bons de souscription d'actions et d'obligations"
"pcg_4721","Receivables from sales of investment securities","4721","liability_current","False","Créances sur les ventes de titres de placement"
"pcg_4726","Outstanding payments on unreleased investment securities","4726","liability_current","False","Paiements en suspens sur les titres d'investissement non libérés"
"pcg_4731","Intermediaries, transactions on behalf of third parties: Principals","4731","liability_current","False","Intermédiaires, opérations pour compte de tiers : Commettants"
"pcg_4732","Intermediaries, transactions on behalf of third parties: Agents","4732","liability_current","False","Intermédiaires, opérations pour compte de tiers : Mandataires"
"pcg_4733","Intermediaries, transactions on behalf of third parties: Principals","4733","liability_current","False","Intermédiaires, opérations pour compte de tiers : Commettants"
"pcg_4734","Intermediaries, transactions on behalf of third parties: Commission agents","4734","liability_current","False","Intermédiaires, opérations pour compte de tiers : Commissionnaires"
"pcg_4739","State, local authorities, global allocation fund","4739","liability_current","False","État, collectivités locales, fonds d'allocation globale"
"pcg_4746","Periodic expense allocation account","4746","liability_current","False","Compte de répartition des charges périodiques"
"pcg_4747","Periodic Revenue Allocation Account","4747","liability_current","False","Compte d'affectation des recettes périodiques"
"pcg_4751","Transitional account, special adjustment: Asset account","4751","equity","False","Compte transitoire, ajustement spécial : Compte d'actifs"
"pcg_4752","Transitional account, special adjustment: Liability account","4752","equity","False","Compte transitoire, ajustement spécial : Compte de passif"
"pcg_476","Prepaid expenses","476","asset_current","False","Dépenses prépayées"
"pcg_477","Deferred income","477","liability_current","False","Revenu différé"
"pcg_47811","Decrease in operating receivables","47811","asset_current","False","Diminution des créances d'exploitation"
"pcg_47818","Decrease in HAO receivables","47818","asset_current","False","Diminution des créances de la HAO"
"pcg_4782","Decrease in financial receivables","4782","asset_current","False","Diminution des créances financières"
"pcg_47831","Increase in operating liabilities","47831","asset_current","False","Augmentation des dettes d'exploitation"
"pcg_47838","Increase in HAO debts","47838","asset_current","False","Augmentation des dettes de HAO"
"pcg_4784","Increase in financial liabilities","4784","asset_current","False","Augmentation des passifs financiers"
"pcg_4786","Valuation differences on cash instruments","4786","asset_current","False","Ecarts de valorisation des instruments de trésorerie"
"pcg_4788","Differences offset by currency hedging","4788","asset_current","False","Différences compensées par la couverture de change"
"pcg_47911","Increase in operating receivables","47911","liability_current","False","Augmentation des créances d'exploitation"
"pcg_47918","Increase in HAO receivables","47918","liability_current","False","Augmentation des créances HAO"
"pcg_4792","Increase in financial receivables","4792","liability_current","False","Augmentation des créances financières"
"pcg_47931","Decrease in operating liabilities","47931","liability_current","False","Diminution des dettes d'exploitation"
"pcg_47938","Decrease in HAO debts","47938","liability_current","False","Diminution des dettes de la HAO"
"pcg_4794","Decrease in financial liabilities","4794","liability_current","False","Diminution des passifs financiers"
"pcg_4797","Valuation differences on cash instruments","4797","liability_current","False","Ecarts de valorisation des instruments de trésorerie"
"pcg_4798","Differences offset by currency hedging","4798","liability_current","False","Différences compensées par la couverture de change"
"pcg_4811","Intangible assets","4811","liability_current","False","Immobilisations incorporelles"
