"id","name","code","account_type","tag_ids","reconcile","name@sr@latin"
"rs_550","Costs of non-production services","550","expense","","False","Troškovi neproizvodnih usluga"
"rs_551","Representation costs","551","expense","","False","Troškovi reprezentacije"
"rs_552","Costs of insurance premiums","552","expense","","False","Troškovi premija osiguranja"
"rs_553","Costs of payment operations","553","expense","","False","Troškovi platnog prometa"
"rs_554","Costs of membership fees","554","expense","","False","Troškovi članarina"
"rs_555","Tax costs","555","expense","","False","Troškovi poreza"
"rs_556","Contribution costs","556","expense","","False","Troškovi doprinosa"
"rs_559","Other non-production costs","559","expense","","False","Ostali nematerijalni troškovi"
"rs_560","Financial expenses incurred with parent companies and subsidiaries","560","expense","","False","Finansijski rashodi iz odnosa sa matičnim i zavisnim pravnim licima"
"rs_561","Financial expenses incurred with other associated companies","561","expense","","False","Finansijski rashodi iz odnosa sa ostalim povezanim pravnim licima"
"rs_562","Costs of interest","562","expense","","False","Rashodi kamata (prema trećim licima)"
"rs_563","FX losses","563","expense","","False","Negativne kursne razlike (prema trećim licima)"
"rs_564","Expenses on the basis of the effects of a currency clause","564","expense","","False","Rashodi po osnovu efekata valutne klauzule (prema trećim licima)"
"rs_565","Expenses from participation in loss of associated legal entities and joint ventures","565","expense","","False","Rashodi od učešća u gubitku pridruženih pravnih lica i zajedničkih poduhvata"
"rs_566","Expenses arising from the hedging effects that do not meet the requirements to qualify under other comprehensive income","566","expense","","False","Rashodi po osnovu efekata ugovorene zaštite od rizika, koji ne ispunjavaju uslove da se iskažu u okviru ostalog sveobuhvatnog dobitka"
"rs_569","Other financial expenses","569","expense","","False","Ostali finansijski rashodi"
"rs_570","Losses on writing-offs and disposals of Intangible assets and Property, plant and equipment","570","expense","","False","Gubici po osnovu rashodovanja i prodaje nematerijalne imovine, nekretnina, postrojenja i opreme"
"rs_571","Losses on writing-offs and disposals of natural assets","571","expense","","False","Gubici po osnovu rashodovanja i prodaje bioloških sredstava"
"rs_572","Losses on disposals of long-term investments","572","expense","","False","Gubici po osnovu prodaje učešća u kapitalu i hartija od vrednosti"
"rs_573","Losses on disposals of raw material","573","expense","","False","Gubici od prodaje materijala"
"rs_574","Shortages","574","expense","","False","Manjkovi"
"rs_575","Costs from negative hedging effects","575","expense","","False","Rashodi po osnovu efekata ugovorene zaštite od rizika, koji ne ispunjavaju uslove da se iskažu u okviru ostalog sveobuhvatnog rezultata"
"rs_576","Writing-offs of receivables","576","expense","","False","Rashodi po osnovu direktnih otpisa potraživanja"
"rs_577","Writing-offs of inventories and merchandise","577","expense","","False","Rashodi po osnovu rashodovanja zaliha materijala i robe"
"rs_579","Other expenses","579","expense","","False","Ostali nepomenuti rashodi"
"rs_5791","Cash difference loss","5791","expense","","False","Gubitak razlike u gotovini"
"rs_580","Impairment of natural assets","580","expense","","False","Obezvređenje bioloških sredstava"
"rs_581","Impairment of intangible assets","581","expense","","False","Obezvređenje nematerijalne imovine"
"rs_582","Impairment of property, plant and equipment","582","expense","","False","Obezvređenje nekretnina, postrojenja i opreme"
"rs_583","Impairment of long-term investments and other securities available for sale","583","expense","","False","Obezvređenje dugoročnih finansijskih plasmana i drugih hartija od vrednosti raspoloživih za prodaju"
"rs_584","Impairment of material and merchandise","584","expense","","False","Obezvređenje zaliha materijala i robe"
"rs_585","Impairment of receivables and short-term financial investments","585","expense","","False","Obezvređenje potraživanja i kratkoročnih finansijskih plasmana"
"rs_589","Impairment of other assets","589","expense","","False","Obezvređenje ostale imovine"
"rs_590","Losses of suspended business","590","expense","","False","Gubitak poslovanja koje se obustavlja"
"rs_591","Expenses on the Effects of Changes in Accounting Policies","591","expense","","False","Rashodi po osnovu efekata promene računovodstvenih politika"
"rs_592","Expenses based on correction of errors from previous years that are not material","592","expense","","False","Rashodi po osnovu ispravki grešaka iz ranijih godina koje nisu materijalno značajne"
"rs_599","Transfer of expenses","599","expense","","False","Prenos rashoda"
"rs_600","Domestic sales of merchandise to parent companies and subsidiaries","600","income","","False","Prihodi od prodaje robe matičnim i zavisnim pravnim licima na domaćem tržištu"
"rs_601","Foreign sales of merchandise to parent companies and subsidiaries","601","income","","False","Prihodi od prodaje robe matičnim i zavisnim pravnim licima na inostranom tržištu"
"rs_602","Domestic sales of merchandise to other associated companies","602","income","","False","Prihodi od prodaje robe ostalim povezanim pravnim licima na domaćem tržištu"
"rs_603","Foreign sales of merchandise to other associated companies","603","income","","False","Prihodi od prodaje robe ostalim povezanim pravnim licima na inostranom tržištu"
"rs_604","Sales of merchandise to domestic customers","604","income","","False","Prihodi od prodaje robe na domaćem tržištu"
"rs_605","Sales of merchandise to foreign customers","605","income","","False","Prihodi od prodaje robe na inostranom tržištu"
"rs_610","Domestic sales of finished goods and services rendered to parent companies and subsidiaries","610","income","","False","Prihodi od prodaje proizvoda i usluga matičnim i zavisnim pravnim licima na domaćem tržištu"
"rs_611","Foreign sales of finished goods and services rendered to parent companies and subsidiaries","611","income","","False","Prihodi od prodaje proizvoda i usluga matičnim i zavisnim pravnim licima na inostranom tržištu"
"rs_612","Domestic sales of finished goods and services rendered to other associated entities","612","income","","False","Prihodi od prodaje proizvoda i usluga ostalim povezanim pravnim licima na domaćem tržištu"
"rs_613","Foreign sales of finished goods and services rendered to other associated entities","613","income","","False","Prihodi od prodaje proizvoda i usluga ostalim povezanim pravnim licima na inostranom tržištu"
"rs_614","Sales of finished goods and services rendered to domestic customers","614","income","","False","Prihodi od prodaje proizvoda i usluga na domaćem tržištu"
"rs_615","Sales of finished goods and services rendered to foreign customers","615","income","","False","Prihodi od prodaje proizvoda i usluga na inostranom tržištu"
"rs_620","Income from the own use of merchandise","620","income","","False","Prihodi od aktiviranja ili potrošnje robe za sopstvene potrebe"
"rs_621","Income from the own use of products and services","621","income","","False","Prihodi od aktiviranja ili potrošnje proizvoda i usluga za sopstvene potrebe"
"rs_630","Increase of finished goods, work in progress and services in progress","630","income","","False","Povećanje vrednosti zaliha nedovršenih i gotovih proizvoda i nedovršenih usluga"
"rs_631","Decrease of finished goods, work in progress and services in progress","631","expense","","False","Smanjenje vrednosti zaliha nedovršenih i gotovih proizvoda i nedovršenih usluga"
"rs_640","Income from premiums, subventions, donations, compensations and tax returns","640","income","","False","Prihodi od premija, subvencija, dotacija, regresa, kompenzacija i povraćaja poreskih dažbina"
"rs_641","Income from donations under specified conditions","641","income","","False","Prihodi po osnovu uslovljenih donacija"
"rs_650","Rental fees income","650","income","","False","Prihodi od zakupnina"
"rs_651","Membership fees","651","income","","False","Prihodi od članarina"
"rs_652","Income from royalties and license fees","652","income","","False","Prihodi od tantijema i licencnih naknada"
"rs_659","Other operating income","659","income","","False","Ostali poslovni prihodi"
"rs_660","Financial income incurred with parent companies and subsidiaries","660","income","","False","Finansijski prihodi od matičnih i zavisnih pravnih lica"
"rs_661","Financial income incurred with other associated companies","661","income","","False","Finansijski prihodi od ostalih povezanih lica"
"rs_662","Income from interest","662","income","","False","Prihodi od kamata (od trećih lica)"
"rs_663","FX Gains","663","income_other","","False","Pozitivne kursne razlike (prema trećim licima)"
"rs_664","Income on the basis of the effects of a currency clause","664","income","","False","Prihodi po osnovu efekata valutne klauzule (prema trećim licima)"
"rs_665","Income from participation in loss of associated legal entities and joint ventures","665","income","","False","Prihodi od učešća u dobitku pridruženih pravnih lica i zajedničkih poduhvata"
"rs_669","Other financial income","669","income","","False","Ostali finansijski prihodi"
"rs_670","Gains on disposals of Intangible assets and Property, plant and equipment","670","income","","False","Dobici od prodaje nematerijalne imovine, nekretnina, postrojenja i opreme"
"rs_671","Gains on disposals of natural assets","671","income","","False","Dobici od prodaje bioloških sredstava"
"rs_672","Gains on disposals of long-term investments","672","income","","False","Dobici od prodaje učešća i hartija od vrednosti"
"rs_673","Gains on disposals of raw materials","673","income","","False","Dobici od prodaje materijala"
"rs_674","Surpluses","674","income","","False","Viškovi"
"rs_675","Collected written-off receivables","675","income","","False","Naplaćena otpisana potraživanja"
"rs_676","Income from positive hedging effects","676","income","","False","Prihodi po osnovu efekata ugovorene zaštite od rizika koji ne ispunjavaju uslove da se iskažu u okviru ostalog sveobuhvatnog rezultata"
"rs_677","Income from reduction of liabilities","677","income","","False","Prihodi od smanjenja obaveza"
"rs_678","Income from abolishing of long-term and short term provisions","678","income","","False","Prihodi od ukidanja dugoročnih i kratkoročnih rezervisanja"
"rs_679","Other income","679","income_other","","False","Ostali nepomenuti prihodi"
"rs_6791","Cash difference gain","6791","income_other","","False","Dobitak razlike u gotovini"
"rs_680","Income from valuation adjustments of natural assets","680","income_other","","False","Prihodi od usklađivanja vrednosti bioloških sredstava"
"rs_681","Income from valuation adjustments of intangible assets","681","income_other","","False","Prihodi od usklađivanja vrednosti nematerijalne imovine"
"rs_682","Income from valuation adjustments of property, plant and equipment","682","income_other","","False","Prihodi od usklađivanja vrednosti nekretnina, postrojenja i opreme"
"rs_683","Income from valuation adjustments long-term investments and securities available for sale","683","income_other","","False","Prihodi od usklađivanja vrednosti dugoročnih finansijskih plasmana i hartija od vrednosti raspoloživih za prodaju"
"rs_684","Income from valuation adjustments of inventories","684","income_other","","False","Prihodi od usklađivanja vrednosti zaliha"
"rs_685","Income from valuation adjustments of receivables and short- term investments","685","income_other","","False","Prihodi od usklađivanja vrednosti potraživanja i kratkoročnih finansijskih plasmana"
"rs_689","Income from valuation adjustments of other assets","689","income_other","","False","Prihodi od usklađivanja vrednosti ostale imovine"
"rs_690","Profit of suspended business","690","income_other","","False","Dobitak poslovanja koje se obustavlja"
"rs_691","Income based on the Effects of Changes in Accounting Policies","691","income_other","","False","Prihodi od efekata promene računovodstvenih politika"
"rs_692","Income based on correction of errors from previous years that are not material","692","income_other","","False","Prihodi po osnovu ispravki grešaka iz ranijih godina koje nisu materijalno značajne"
"rs_699","Transfer of income","699","income_other","","False","Prenos prihoda"
"rs_700","Opening account of general ledger","700","off_balance","","False","Otvaranje glavne knjige"
"rs_710","Account of expenses and income","710","off_balance","","False","Rashodi i prihodi"
"rs_711","Profit and loss of suspended business","711","off_balance","","False","Dobitak i gubitak poslovanja koje se obustavlja"
"rs_712","Transfer of total result","712","off_balance","","False","Prenos ukupnog rezultata"
"rs_720","Profit or loss account","720","off_balance","","False","Dobitak ili gubitak"
"rs_721","Tax expense of the period","721","expense","","False","Poreski rashod perioda"
"rs_7220","Deferred tax expense of the period","7220","expense","","False","Odloženi poreski rashod perioda"
"rs_7221","Deferred tax income of the period","7221","income","","False","Odloženi poreski prihod perioda"
"rs_723","Personal earnings of the employer","723","expense","","False","Lična primanja poslodavca"
"rs_724","Transfer of profit or loss","724","off_balance","","False","Prenos dobitka ili gubitka"
"rs_730","Closing of the balance sheet's accounts","730","off_balance","","False","Izravnanje računa stanja"
"rs_880","Other assets taken into operating lease (rent)","880","off_balance","","False","Tuđa sredstva uzeta u operativni lizing (zakup)"
"rs_881","Acquired products and commodities for joint business","881","off_balance","","False","Preuzeti proizvodi i roba za zajedničko poslovanje"
"rs_882","Goods taken into commission and consignment","882","off_balance","","False","Roba uzeta u komision i konsignaciju"
"rs_883","Material and goods received for processing and finishing","883","off_balance","","False","Materijal i roba primljeni na obradu i doradu"
"rs_884","Assigned warranties, guarantees and other rights","884","off_balance","","False","Data jemstva, garancije i druga prava"
"rs_885","Securities that are out of circulation","885","off_balance","","False","Hartije od vrednosti koje su van prometa"
"rs_889","Assets with other entities","889","off_balance","","False","Imovina kod drugih subjekata"
"rs_890","Liabilities for assets taken into operating lease (rent)","890","off_balance","","False","Obaveze za sredstva uzeta u operativni lizing (zakup)"
"rs_891","Liabilities for acquired products and commodities for joint business","891","off_balance","","False","Obaveze za preuzete proizvode i robu za zajedničko poslovanje"
"rs_892","Liabilities for goods taken into commission and consignment","892","off_balance","","False","Obaveze za robu uzetu u komision i konsignaciju"
"rs_893","Liabilities for material and goods received for processing and finishing","893","off_balance","","False","Obaveze za materijal i robu primljenu na obradu i doradu"
"rs_894","Liabilities for assigned warranties, guarantees and other rights","894","off_balance","","False","Obaveze za data jemstva, garancije i druga prava"
"rs_895","Liabilities for securities that are out of circulation","895","off_balance","","False","Obaveze za hartije od vrednosti koje su van opticaja"
"rs_899","Liabilities for assets with other entities","899","off_balance","","False","Obaveze za imovinu kod drugih subjekata"
"rs_900","Taking over inventories account","900","off_balance","","False","Račun za preuzimanje zaliha"
"rs_901","Taking over purchasing of material and merchandise account","901","off_balance","","False","Račun za preuzimanje nabavke materijala i robe"
"rs_902","Costs taking over account","902","off_balance","","False","Račun za preuzimanje troškova"
"rs_903","Income taking over account","903","off_balance","","False","Račun za preuzimanje prihoda"
"rs_910","Raw material","910","off_balance","","False","Materijal"
"rs_911","Merchandise","911","off_balance","","False","Roba"
"rs_912","Finished products and merchandise in producer's shops","912","off_balance","","False","Proizvodi i roba u prodavnicama proizvođača"
"rs_950","Cost units","950","off_balance","","False","Nosioci troškova"
"rs_951","Cost units","951","off_balance","","False","Nosioci troškova"
"rs_952","Cost units","952","off_balance","","False","Nosioci troškova"
"rs_953","Cost units","953","off_balance","","False","Nosioci troškova"
"rs_954","Cost units","954","off_balance","","False","Nosioci troškova"
"rs_955","Cost units","955","off_balance","","False","Nosioci troškova"
"rs_956","Cost units","956","off_balance","","False","Nosioci troškova"
"rs_957","Cost units","957","off_balance","","False","Nosioci troškova"
"rs_958","Semi-finished products of own production","958","off_balance","","False","Poluproizvodi sopstvene proizvodnje"
"rs_959","Deviation in cost units","959","off_balance","","False","Odstupanja u troškovima nosioca troškova"
"rs_960","Finished products","960","off_balance","","False","Gotovi proizvodi"
"rs_961","Finished products","961","off_balance","","False","Gotovi proizvodi"
"rs_962","Finished products","962","off_balance","","False","Gotovi proizvodi"
"rs_963","Finished products","963","off_balance","","False","Gotovi proizvodi"
"rs_964","Finished products","964","off_balance","","False","Gotovi proizvodi"
"rs_965","Finished products","965","off_balance","","False","Gotovi proizvodi"
"rs_966","Finished products","966","off_balance","","False","Gotovi proizvodi"
"rs_967","Finished products","967","off_balance","","False","Gotovi proizvodi"
"rs_968","Finished products","968","off_balance","","False","Gotovi proizvodi"
"rs_969","Exceptions in costs of finished products","969","off_balance","","False","Odstupanja u troškovima gotovih proizvoda"
"rs_980","Costs of products and services sold","980","off_balance","","False","Troškovi prodatih proizvoda i usluga"
"rs_981","Cost of merchandise sold","981","off_balance","","False","Nabavna vrednost prodate robe"
"rs_982","Costs of the period","982","off_balance","","False","Troškovi perioda"
"rs_983","Write-offs, shortages and surpluses of work in progress and finished products","983","off_balance","","False","Otpisi, manjkovi i viškovi zaliha učinaka"
"rs_986","Income from products and services","986","off_balance","","False","Prihodi po osnovu proizvoda i usluga"
"rs_987","Income from merchandise","987","off_balance","","False","Prihodi po osnovu robe"
"rs_989","Other operating income","989","off_balance","","False","Ostali poslovni prihodi"
"rs_990","Operating profit and loss","990","off_balance","","False","Poslovni dobitak i gubitak"
"rs_991","Loss and profit on raw materials' sale","991","off_balance","","False","Gubitak i dobitak po osnovu prodaje materijala"
"rs_992","Shortages of raw materials and merchandise","992","off_balance","","False","Manjkovi materijala i robe"
"rs_993","Write-offs of raw materials and merchandise","993","off_balance","","False","Otpisi materijala i robe"
"rs_994","Surpluses of raw materials and merchandise","994","off_balance","","False","Viškovi materijala i robe"
"rs_999","Closing computation of costs and effects","999","off_balance","","False","Zaključak obračuna troškova i učinaka"
